부재ID,도면부재명,유형,구역,층,치수(mm),스팬/높이(mm),면적(m²),체적(m³)
500X600-B1F-DONG-0272,500X600,보(X),DONG,B1F,500x600,4950,,1.485
500X600-B1F-DONG-0273,500X600,보(X),DONG,B1F,500x600,4950,,1.485
500X600-B1F-DONG-0274,500X600,보(X),DONG,B1F,500x600,4950,,1.485
700X900-B1F-DONG-0001,700X900,보(X),DONG,B1F,700x900,2097,,1.3208
700X900-B1F-DONG-0002,700X900,보(X),DONG,B1F,700x900,2221,,1.3994
500X600-B1F-DONG-0275,500X600,보(X),DONG,B1F,500x600,4950,,1.485
500X600-B1F-DONG-0276,500X600,보(X),DONG,B1F,500x600,4950,,1.485
400X800-B1F-DONG-0007,400X800,보(X),DONG,B1F,400x800,12700,,4.064
500X600-B1F-DONG-0277,500X600,보(X),DONG,B1F,500x600,4950,,1.485
500X600-B1F-DONG-0278,500X600,보(X),DONG,B1F,500x600,7200,,2.16
500X600-B1F-DONG-0279,500X600,보(X),DONG,B1F,500x600,7019,,2.1057
500X600-B1F-DONG-0280,500X600,보(X),DONG,B1F,500x600,5150,,1.545
500X600-B1F-DONG-0281,500X600,보(X),DONG,B1F,500x600,5062,,1.5187
400X800-B1F-DONG-0008,400X800,보(Y),DONG,B1F,400x800,35046,,11.2147
500X600-B1F-DONG-0282,500X600,보(Y),DONG,B1F,500x600,7650,,2.295
500X600-B1F-DONG-0283,500X600,보(Y),DONG,B1F,500x600,7800,,2.34
600X900-B1F-DONG-0012,600X900,보(Y),DONG,B1F,600x900,8250,,4.455
400X800-B1F-DONG-0009,400X800,보(Y),DONG,B1F,400x800,5000,,1.6
600X900-B1F-DONG-0013,600X900,보(Y),DONG,B1F,600x900,5400,,2.916
900X900-B1F-DONG-0003,900X900,보(Y),DONG,B1F,900x900,7700,,6.237
600X900-B1F-DONG-0014,600X900,보(Y),DONG,B1F,600x900,7700,,4.158
500X600-B1F-DONG-0284,500X600,보(Y),DONG,B1F,500x600,7650,,2.295
500X600-B1F-DONG-0285,500X600,보(Y),DONG,B1F,500x600,7650,,2.295
500X600-B1F-DONG-0286,500X600,보(Y),DONG,B1F,500x600,7650,,2.295
500X600-B1F-DONG-0287,500X600,보(Y),DONG,B1F,500x600,7650,,2.295
500X600-B1F-DONG-0288,500X600,보(Y),DONG,B1F,500x600,7650,,2.295
500X600-B1F-DONG-0289,500X600,보(Y),DONG,B1F,500x600,7700,,2.31
500X600-B1F-DONG-0290,500X600,보(X),DONG,B1F,500x600,7250,,2.175
500X600-B1F-DONG-0291,500X600,보(X),DONG,B1F,500x600,7200,,2.16
500X600-B1F-DONG-0292,500X600,보(X),DONG,B1F,500x600,5250,,1.575
500X600-B1F-DONG-0293,500X600,보(X),DONG,B1F,500x600,5150,,1.545
500X600-B1F-DONG-0294,500X600,보(X),DONG,B1F,500x600,23200,,6.96
500X600-B1F-DONG-0295,500X600,보(X),DONG,B1F,500x600,7250,,2.175
500X600-B1F-DONG-0296,500X600,보(X),DONG,B1F,500x600,7250,,2.175
500X600-B1F-DONG-0297,500X600,보(Y),DONG,B1F,500x600,7800,,2.34
500X600-B1F-DONG-0298,500X600,보(Y),DONG,B1F,500x600,7800,,2.34
500X600-B1F-DONG-0299,500X600,보(Y),DONG,B1F,500x600,7800,,2.34
500X600-B1F-DONG-0300,500X600,보(Y),DONG,B1F,500x600,7800,,2.34
500X600-B1F-DONG-0301,500X600,보(Y),DONG,B1F,500x600,7800,,2.34
500X600-B1F-DONG-0302,500X600,보(Y),DONG,B1F,500x600,7800,,2.34
500X600-B1F-DONG-0303,500X600,보(X),DONG,B1F,500x600,7900,,2.37
400X800-B1F-DONG-0010,400X800,보(X),DONG,B1F,400x800,7900,,2.528
400X800-B1F-DONG-0011,400X800,보(X),DONG,B1F,400x800,5250,,1.68
500X600-B1F-DONG-0304,500X600,보(Y),DONG,B1F,500x600,7800,,2.34
500X600-B1F-DONG-0305,500X600,보(Y),DONG,B1F,500x600,7800,,2.34
400X800-B1F-DONG-0012,400X800,보(X),DONG,B1F,400x800,14650,,4.688
400X800-B1F-DONG-0013,400X800,보(X),DONG,B1F,400x800,14650,,4.688
400X800-B1F-DONG-0014,400X800,보(X),DONG,B1F,400x800,4750,,1.52
600X1500-B1F-DONG-0003,600X1500,보(Y),DONG,B1F,600x1500,1219,,1.097
600X1500-B1F-DONG-0004,600X1500,보(Y),DONG,B1F,600x1500,938,,0.8439
700X900-B1F-DONG-0003,700X900,보(Y),DONG,B1F,700x900,8300,,5.229
700X900-B1F-DONG-0004,700X900,보(Y),DONG,B1F,700x900,8250,,5.1975
500X600-B1F-DONG-0306,500X600,보(X),DONG,B1F,500x600,7630,,2.2891
500X600-B1F-DONG-0307,500X600,보(X),DONG,B1F,500x600,7650,,2.295
800X900-B1F-DONG-0003,800X900,보(X),DONG,B1F,800x900,4750,,3.42
800X900-B1F-DONG-0004,800X900,보(X),DONG,B1F,800x900,5786,,4.1659
800X900-B1F-DONG-0005,800X900,보(X),DONG,B1F,800x900,6084,,4.3804
800X900-B1F-DONG-0006,800X900,보(X),DONG,B1F,800x900,4758,,3.4257
500X600-B1F-DONG-0308,500X600,보(Y),DONG,B1F,500x600,8250,,2.475
500X700-B1F-DONG-0001,500X700,보(Y),DONG,B1F,500x700,16600,,5.81
400X800-B1F-DONG-0015,400X800,보(X),DONG,B1F,400x800,34200,,10.944
500X600-B1F-DONG-0309,500X600,보(Y),DONG,B1F,500x600,8250,,2.475
500X600-B1F-DONG-0310,500X600,보(Y),DONG,B1F,500x600,8250,,2.475
500X600-B1F-DONG-0311,500X600,보(X),DONG,B1F,500x600,7250,,2.175
800X900-B1F-DONG-0007,800X900,보(Y),DONG,B1F,800x900,4950,,3.564
500X600-B1F-DONG-0312,500X600,보(Y),DONG,B1F,500x600,5000,,1.5
500X600-B1F-DONG-0313,500X600,보(Y),DONG,B1F,500x600,5379,,1.6137
500X600-B1F-DONG-0314,500X600,보(X),DONG,B1F,500x600,7250,,2.175
500X900-B1F-DONG-0010,500X900,보(X),DONG,B1F,500x900,7250,,3.2625
500X900-B1F-DONG-0011,500X900,보(X),DONG,B1F,500x900,7250,,3.2625
500X600-B1F-DONG-0315,500X600,보(Y),DONG,B1F,500x600,4950,,1.485
700X1700-B1F-DONG-0001,700X1700,보(Y),DONG,B1F,700x1700,3571,,4.2499
500X600-B1F-DONG-0316,500X600,보(Y),DONG,B1F,500x600,5400,,1.62
500X600-B1F-DONG-0317,500X600,보(X),DONG,B1F,500x600,7472,,2.2416
500X600-B1F-DONG-0318,500X600,보(X),DONG,B1F,500x600,7472,,2.2416
500X600-B1F-DONG-0319,500X600,보(Y),DONG,B1F,500x600,7700,,2.31
500X600-B1F-DONG-0320,500X600,보(Y),DONG,B1F,500x600,7656,,2.2967
500X600-B1F-DONG-0321,500X600,보(Y),DONG,B1F,500x600,9463,,2.839
500X600-B1F-DONG-0322,500X600,보(Y),DONG,B1F,500x600,9350,,2.805
500X600-B1F-DONG-0323,500X600,보(X),DONG,B1F,500x600,7250,,2.175
500X600-B1F-DONG-0324,500X600,보(X),DONG,B1F,500x600,7504,,2.2511
500X600-B1F-DONG-0325,500X600,보(X),DONG,B1F,500x600,7700,,2.31
600X600-B1F-DONG-0008,600X600,보(Y),DONG,B1F,600x600,9357,,3.3684
600X600-B1F-DONG-0009,600X600,보(Y),DONG,B1F,600x600,9345,,3.3644
500X600-B1F-DONG-0326,500X600,보(X),DONG,B1F,500x600,5200,,1.56
500X600-B1F-DONG-0327,500X600,보(X),DONG,B1F,500x600,5046,,1.5138
500X600-B1F-DONG-0328,500X600,보(Y),DONG,B1F,500x600,6330,,1.899
500X600-B1F-DONG-0329,500X600,보(X),DONG,B1F,500x600,4859,,1.4577
500X600-B1F-DONG-0330,500X600,보(X),DONG,B1F,500x600,5200,,1.56
900X900-B1F-DONG-0004,900X900,보(Y),DONG,B1F,900x900,6330,,5.1273
500X600-B1F-DONG-0331,500X600,보(X),DONG,B1F,500x600,5100,,1.53
500X600-B1F-DONG-0332,500X600,보(Y),DONG,B1F,500x600,6330,,1.899
500X600-B1F-DONG-0333,500X600,보(X),DONG,B1F,500x600,7700,,2.31
500X600-B1F-DONG-0334,500X600,보(Y),DONG,B1F,500x600,9347,,2.8041
500X600-B1F-DONG-0335,500X600,보(X),DONG,B1F,500x600,7605,,2.2815
500X600-B1F-DONG-0336,500X600,보(Y),DONG,B1F,500x600,6330,,1.899
500X600-B1F-DONG-0337,500X600,보(X),DONG,B1F,500x600,7350,,2.205
500X600-B1F-DONG-0338,500X600,보(X),DONG,B1F,500x600,5158,,1.5474
500X600-B1F-DONG-0339,500X600,보(X),DONG,B1F,500x600,7300,,2.1899
500X600-B1F-DONG-0340,500X600,보(Y),DONG,B1F,500x600,9364,,2.8092
500X600-B1F-DONG-0341,500X600,보(Y),DONG,B1F,500x600,7650,,2.295
500X600-B1F-DONG-0342,500X600,보(Y),DONG,B1F,500x600,7650,,2.295
400X800-B1F-DONG-0016,400X800,보(X),DONG,B1F,400x800,11960,,3.8272
500X600-B1F-DONG-0343,500X600,보(X),DONG,B1F,500x600,7350,,2.205
500X600-B1F-DONG-0344,500X600,보(X),DONG,B1F,500x600,4110,,1.233
500X600-B1F-DONG-0345,500X600,보(X),DONG,B1F,500x600,4565,,1.3696
500X600-B1F-DONG-0346,500X600,보(X),DONG,B1F,500x600,4241,,1.2722
500X600-B1F-DONG-0347,500X600,보(Y),DONG,B1F,500x600,3639,,1.0917
500X600-B1F-DONG-0348,500X600,보(Y),DONG,B1F,500x600,3606,,1.0818
500X600-B1F-DONG-0349,500X600,보(Y),DONG,B1F,500x600,7900,,2.37
500X600-B1F-DONG-0350,500X600,보(Y),DONG,B1F,500x600,7900,,2.37
400X800-B1F-DONG-0017,400X800,보(X),DONG,B1F,400x800,4941,,1.5811
500X600-B1F-DONG-0351,500X600,보(X),DONG,B1F,500x600,7356,,2.2068
400X800-B1F-DONG-0018,400X800,보(X),DONG,B1F,400x800,542,,0.1733
400X800-B1F-DONG-0019,400X800,보(X),DONG,B1F,400x800,566,,0.181
400X800-B1F-DONG-0020,400X800,보(X),DONG,B1F,400x800,3361,,1.0755
500X600-B1F-DONG-0352,500X600,보(X),DONG,B1F,500x600,3889,,1.1667
500X600-B1F-DONG-0353,500X600,보(X),DONG,B1F,500x600,4010,,1.2031
500X600-B1F-DONG-0354,500X600,보(X),DONG,B1F,500x600,6677,,2.0031
500X600-B1F-DONG-0355,500X600,보(X),DONG,B1F,500x600,4109,,1.2327
500X600-B1F-DONG-0356,500X600,보(X),DONG,B1F,500x600,4010,,1.203
500X600-B1F-DONG-0357,500X600,보(X),DONG,B1F,500x600,7250,,2.175
500X600-B1F-DONG-0358,500X600,보(Y),DONG,B1F,500x600,2446,,0.7338
600X900-B1F-DONG-0015,600X900,보(Y),DONG,B1F,600x900,3160,,1.7065
500X600-B1F-DONG-0359,500X600,보(Y),DONG,B1F,500x600,7950,,2.385
500X600-B1F-DONG-0360,500X600,보(Y),DONG,B1F,500x600,7950,,2.385
500X600-B1F-DONG-0361,500X600,보(X),DONG,B1F,500x600,7350,,2.205
600X1600-B1F-DONG-0001,600X1600,보(Y),DONG,B1F,600x1600,579,,0.5555
500X900-B1F-DONG-0012,500X900,보(Y),DONG,B1F,500x900,1293,,0.5817
400X800-B1F-DONG-0021,400X800,보(X),DONG,B1F,400x800,755,,0.2417
500X600-B1F-DONG-0362,500X600,보(X),DONG,B1F,500x600,7272,,2.1816
500X600-B1F-DONG-0363,500X600,보(X),DONG,B1F,500x600,7350,,2.205
500X600-B1F-DONG-0364,500X600,보(X),DONG,B1F,500x600,4910,,1.4729
500X600-B1F-DONG-0365,500X600,보(X),DONG,B1F,500x600,5200,,1.56
600X600-B1F-DONG-0010,600X600,보(Y),DONG,B1F,600x600,9353,,3.3669
500X600-B1F-DONG-0366,500X600,보(Y),DONG,B1F,500x600,9353,,2.8058
500X600-B1F-DONG-0367,500X600,보(X),DONG,B1F,500x600,7700,,2.31
500X600-B1F-DONG-0368,500X600,보(X),DONG,B1F,500x600,7491,,2.2473
500X600-B1F-DONG-0369,500X600,보(X),DONG,B1F,500x600,4984,,1.4953
500X900-B1F-DONG-0013,500X900,보(X),DONG,B1F,500x900,5200,,2.34
800X900-B1F-DONG-0008,800X900,보(Y),DONG,B1F,800x900,9278,,6.6799
600X900-B1F-DONG-0016,600X900,보(Y),DONG,B1F,600x900,9278,,5.0099
600X600-B1F-DONG-0011,600X600,보(Y),DONG,B1F,600x600,9358,,3.3688
600X600-B1F-DONG-0012,600X600,보(Y),DONG,B1F,600x600,9358,,3.3688
500X600-B1F-DONG-0370,500X600,보(X),DONG,B1F,500x600,4862,,1.4587
500X600-B1F-DONG-0371,500X600,보(X),DONG,B1F,500x600,4850,,1.455
800X900-B1F-DONG-0009,800X900,보(Y),DONG,B1F,800x900,7900,,5.688
600X900-B1F-DONG-0017,600X900,보(X),DONG,B1F,600x900,4862,,2.6257
500X600-B1F-DONG-0372,500X600,보(X),DONG,B1F,500x600,4850,,1.455
600X900-B1F-DONG-0018,600X900,보(X),DONG,B1F,600x900,4950,,2.673
600X900-B1F-DONG-0019,600X900,보(X),DONG,B1F,600x900,4850,,2.619
500X600-B1F-DONG-0373,500X600,보(X),DONG,B1F,500x600,4950,,1.485
500X600-B1F-DONG-0374,500X600,보(X),DONG,B1F,500x600,4950,,1.485
500X600-B1F-DONG-0375,500X600,보(X),DONG,B1F,500x600,4950,,1.485
500X600-B1F-DONG-0376,500X600,보(X),DONG,B1F,500x600,4950,,1.485
500X600-B1F-DONG-0377,500X600,보(X),DONG,B1F,500x600,5308,,1.5923
500X600-B1F-DONG-0378,500X600,보(X),DONG,B1F,500x600,6366,,1.9097
800X900-B1F-DONG-0010,800X900,보(Y),DONG,B1F,800x900,7900,,5.688
500X600-B1F-DONG-0379,500X600,보(Y),DONG,B1F,500x600,8100,,2.43
500X600-B1F-DONG-0380,500X600,보(Y),DONG,B1F,500x600,8100,,2.43
400X800-B1F-DONG-0022,400X800,보(Y),DONG,B1F,400x800,2134,,0.6828
500X600-B1F-DONG-0381,500X600,보(X),DONG,B1F,500x600,7250,,2.175
500X600-B1F-DONG-0382,500X600,보(X),DONG,B1F,500x600,7250,,2.175
500X600-B1F-DONG-0383,500X600,보(X),DONG,B1F,500x600,7570,,2.271
500X600-B1F-DONG-0384,500X600,보(X),DONG,B1F,500x600,7700,,2.31
600X600-B1F-DONG-0013,600X600,보(Y),DONG,B1F,600x600,9210,,3.3156
600X600-B1F-DONG-0014,600X600,보(Y),DONG,B1F,600x600,9210,,3.3156
500X600-B1F-DONG-0385,500X600,보(Y),DONG,B1F,500x600,8050,,2.415
500X600-B1F-DONG-0386,500X600,보(Y),DONG,B1F,500x600,9210,,2.763
500X600-B1F-DONG-0387,500X600,보(Y),DONG,B1F,500x600,8100,,2.43
500X600-B1F-DONG-0388,500X600,보(Y),DONG,B1F,500x600,8050,,2.415
600X600-B1F-DONG-0015,600X600,보(X),DONG,B1F,600x600,7250,,2.61
600X600-B1F-DONG-0016,600X600,보(X),DONG,B1F,600x600,7250,,2.61
700X1700-B1F-DONG-0002,700X1700,보(Y),DONG,B1F,700x1700,569,,0.6769
500X600-B1F-DONG-0389,500X600,보(Y),DONG,B1F,500x600,8100,,2.43
500X600-B1F-DONG-0390,500X600,보(Y),DONG,B1F,500x600,8047,,2.414
500X600-B1F-DONG-0391,500X600,보(X),DONG,B1F,500x600,7302,,2.1907
500X600-B1F-DONG-0392,500X600,보(X),DONG,B1F,500x600,7382,,2.2147
500X600-B1F-DONG-0393,500X600,보(X),DONG,B1F,500x600,10335,,3.1004
400X800-B1F-DONG-0023,400X800,보(X),DONG,B1F,400x800,1825,,0.584
500X600-B1F-DONG-0394,500X600,보(X),DONG,B1F,500x600,7800,,2.34
500X600-B1F-DONG-0395,500X600,보(Y),DONG,B1F,500x600,4000,,1.2
500X600-B1F-DONG-0396,500X600,보(Y),DONG,B1F,500x600,3997,,1.199
500X600-B1F-DONG-0397,500X600,보(X),DONG,B1F,500x600,3917,,1.175
500X600-B1F-DONG-0398,500X600,보(X),DONG,B1F,500x600,7250,,2.175
400X800-B1F-DONG-0024,400X800,보(Y),DONG,B1F,400x800,1990,,0.6368
400X800-B1F-DONG-0025,400X800,보(Y),DONG,B1F,400x800,1990,,0.6368
500X600-B1F-DONG-0399,500X600,보(Y),DONG,B1F,500x600,4250,,1.275
500X600-B1F-DONG-0400,500X600,보(Y),DONG,B1F,500x600,1468,,0.4405
400X800-B1F-DONG-0026,400X800,보(Y),DONG,B1F,400x800,2566,,0.8212
400X800-B1F-DONG-0027,400X800,보(Y),DONG,B1F,400x800,2002,,0.6407
400X800-B1F-DONG-0028,400X800,보(Y),DONG,B1F,400x800,2002,,0.6407
500X600-B1F-DONG-0401,500X600,보(X),DONG,B1F,500x600,6616,,1.9848
500X600-B1F-DONG-0402,500X600,보(X),DONG,B1F,500x600,6565,,1.9695
400X800-B1F-DONG-0029,400X800,보(X),DONG,B1F,400x800,2020,,0.6464
400X800-B1F-DONG-0030,400X800,보(X),DONG,B1F,400x800,2002,,0.6406
400X800-B1F-DONG-0031,400X800,보(Y),DONG,B1F,400x800,1282,,0.4103
400X800-B1F-DONG-0032,400X800,보(Y),DONG,B1F,400x800,1158,,0.3704
500X600-B1F-DONG-0403,500X600,보(X),DONG,B1F,500x600,7800,,2.34
500X600-B1F-DONG-0404,500X600,보(X),DONG,B1F,500x600,7800,,2.34
500X600-B1F-DONG-0405,500X600,보(X),DONG,B1F,500x600,5150,,1.545
500X600-B1F-DONG-0406,500X600,보(X),DONG,B1F,500x600,5150,,1.545
500X600-B1F-DONG-0407,500X600,보(X),DONG,B1F,500x600,6648,,1.9944
500X600-B1F-DONG-0408,500X600,보(X),DONG,B1F,500x600,4643,,1.3928
400X800-B1F-DONG-0033,400X800,보(X),DONG,B1F,400x800,1247,,0.399
400X800-B1F-DONG-0034,400X800,보(X),DONG,B1F,400x800,1020,,0.3265
400X800-B1F-DONG-0035,400X800,보(X),DONG,B1F,400x800,999,,0.3198
500X600-B1F-DONG-0409,500X600,보(Y),DONG,B1F,500x600,7898,,2.3693
500X600-B1F-DONG-0410,500X600,보(Y),DONG,B1F,500x600,7900,,2.37
500X600-B1F-DONG-0411,500X600,보(Y),DONG,B1F,500x600,7900,,2.37
500X600-B1F-DONG-0412,500X600,보(Y),DONG,B1F,500x600,7900,,2.37
400X900-B1F-DONG-0002,400X900,보(Y),DONG,B1F,400x900,7660,,2.7574
400X900-B1F-DONG-0003,400X900,보(Y),DONG,B1F,400x900,7638,,2.7497
500X600-B1F-DONG-0413,500X600,보(Y),DONG,B1F,500x600,7600,,2.28
500X600-B1F-DONG-0414,500X600,보(Y),DONG,B1F,500x600,7601,,2.2803
500X600-B1F-DONG-0415,500X600,보(Y),DONG,B1F,500x600,7932,,2.3795
500X600-B1F-DONG-0416,500X600,보(Y),DONG,B1F,500x600,7588,,2.2764
500X600-B1F-DONG-0417,500X600,보(Y),DONG,B1F,500x600,7267,,2.1802
400X800-B1F-DONG-0036,400X800,보(Y),DONG,B1F,400x800,2051,,0.6563
500X600-B1F-DONG-0418,500X600,보(Y),DONG,B1F,500x600,8122,,2.4367
500X600-B1F-DONG-0419,500X600,보(X),DONG,B1F,500x600,5885,,1.7656
500X600-B1F-DONG-0420,500X600,보(X),DONG,B1F,500x600,5727,,1.7182
500X600-B1F-DONG-0421,500X600,보(Y),DONG,B1F,500x600,5781,,1.7342
400X800-B1F-DONG-0037,400X800,보(X),DONG,B1F,400x800,2005,,0.6418
400X800-B1F-DONG-0038,400X800,보(X),DONG,B1F,400x800,2005,,0.6418
700X600-B1F-DONG-0003,700X600,보(X),DONG,B1F,700x600,5684,,2.3871
900X900-B1F-DONG-0005,900X900,보(X),DONG,B1F,900x900,7422,,6.012
900X900-B1F-DONG-0006,900X900,보(X),DONG,B1F,900x900,7460,,6.0429
900X900-B1F-DONG-0007,900X900,보(X),DONG,B1F,900x900,7479,,6.0577
500X600-B1F-DONG-0422,500X600,보(X),DONG,B1F,500x600,5135,,1.5406
500X600-B1F-DONG-0423,500X600,보(X),DONG,B1F,500x600,5029,,1.5087
500X600-B1F-DONG-0424,500X600,보(X),DONG,B1F,500x600,5606,,1.6818
500X900-B1F-DONG-0014,500X900,보(X),DONG,B1F,500x900,5718,,2.573
500X600-B1F-DONG-0425,500X600,보(X),DONG,B1F,500x600,7722,,2.3166
500X600-B1F-DONG-0426,500X600,보(X),DONG,B1F,500x600,7868,,2.3604
500X600-B1F-DONG-0427,500X600,보(Y),DONG,B1F,500x600,7308,,2.1925
500X600-B1F-DONG-0428,500X600,보(X),DONG,B1F,500x600,8000,,2.4
500X600-B1F-DONG-0429,500X600,보(X),DONG,B1F,500x600,7950,,2.385
500X600-B1F-DONG-0430,500X600,보(X),DONG,B1F,500x600,4717,,1.4152
500X600-B1F-DONG-0431,500X600,보(X),DONG,B1F,500x600,5060,,1.5181
400X800-B1F-DONG-0039,400X800,보(Y),DONG,B1F,400x800,2393,,0.7657
400X800-B1F-DONG-0040,400X800,보(Y),DONG,B1F,400x800,2112,,0.676
500X600-B1F-DONG-0432,500X600,보(X),DONG,B1F,500x600,7800,,2.34
500X600-B1F-DONG-0433,500X600,보(X),DONG,B1F,500x600,7800,,2.34
500X600-B1F-DONG-0434,500X600,보(X),DONG,B1F,500x600,5300,,1.59
500X600-B1F-DONG-0435,500X600,보(X),DONG,B1F,500x600,5150,,1.545
500X600-B1F-DONG-0436,500X600,보(X),DONG,B1F,500x600,7000,,2.1
500X600-B1F-DONG-0437,500X600,보(X),DONG,B1F,500x600,6892,,2.0675
400X800-B1F-DONG-0041,400X800,보(Y),DONG,B1F,400x800,56700,,18.144
400X800-B1F-DONG-0042,400X800,보(Y),DONG,B1F,400x800,4100,,1.312
600X1000-B1F-DONG-0001,600X1000,보(Y),DONG,B1F,600x1000,3902,,2.341
600X1000-B1F-DONG-0002,600X1000,보(Y),DONG,B1F,600x1000,7003,,4.2017
500X600-B1F-DONG-0438,500X600,보(Y),DONG,B1F,500x600,7296,,2.1887
500X600-B1F-DONG-0439,500X600,보(Y),DONG,B1F,500x600,7700,,2.31
500X600-B1F-DONG-0440,500X600,보(Y),DONG,B1F,500x600,7600,,2.28
400X800-B1F-DONG-0043,400X800,보(Y),DONG,B1F,400x800,3500,,1.12
400X800-B1F-DONG-0044,400X800,보(Y),DONG,B1F,400x800,7600,,2.432
500X600-B1F-DONG-0441,500X600,보(X),DONG,B1F,500x600,7800,,2.34
500X600-B1F-DONG-0442,500X600,보(X),DONG,B1F,500x600,7800,,2.34
400X800-B1F-DONG-0045,400X800,보(Y),DONG,B1F,400x800,3800,,1.216
400X800-B1F-DONG-0046,400X800,보(Y),DONG,B1F,400x800,3800,,1.216
500X600-B1F-DONG-0443,500X600,보(Y),DONG,B1F,500x600,7900,,2.37
500X600-B1F-DONG-0444,500X600,보(X),DONG,B1F,500x600,5200,,1.56
500X600-B1F-DONG-0445,500X600,보(X),DONG,B1F,500x600,5200,,1.56
500X600-B1F-DONG-0446,500X600,보(Y),DONG,B1F,500x600,7900,,2.37
500X600-B1F-DONG-0447,500X600,보(X),DONG,B1F,500x600,7800,,2.34
500X600-B1F-DONG-0448,500X600,보(X),DONG,B1F,500x600,7800,,2.34
500X600-B1F-DONG-0449,500X600,보(X),DONG,B1F,500x600,7800,,2.34
500X600-B1F-DONG-0450,500X600,보(X),DONG,B1F,500x600,7800,,2.34
500X600-B1F-DONG-0451,500X600,보(X),DONG,B1F,500x600,7800,,2.34
500X600-B1F-DONG-0452,500X600,보(X),DONG,B1F,500x600,7800,,2.34
500X600-B1F-DONG-0453,500X600,보(X),DONG,B1F,500x600,7800,,2.34
500X600-B1F-DONG-0454,500X600,보(X),DONG,B1F,500x600,7800,,2.34
500X600-B1F-DONG-0455,500X600,보(Y),DONG,B1F,500x600,8000,,2.4
500X600-B1F-DONG-0456,500X600,보(Y),DONG,B1F,500x600,8000,,2.4
500X600-B1F-DONG-0457,500X600,보(Y),DONG,B1F,500x600,7300,,2.19
400X800-B1F-DONG-0047,400X800,보(Y),DONG,B1F,400x800,4750,,1.52
400X800-B1F-DONG-0048,400X800,보(X),DONG,B1F,400x800,15342,,4.9094
500X600-B1F-DONG-0458,500X600,보(X),DONG,B1F,500x600,7800,,2.3401
400X800-B1F-DONG-0049,400X800,보(X),DONG,B1F,400x800,5150,,1.648
400X800-B1F-DONG-0050,400X800,보(X),DONG,B1F,400x800,1292,,0.4134
400X800-B1F-DONG-0051,400X800,보(Y),DONG,B1F,400x800,610,,0.1952
400X800-B1F-DONG-0052,400X800,보(Y),DONG,B1F,400x800,1110,,0.3552
500X600-B1F-DONG-0459,500X600,보(X),DONG,B1F,500x600,5200,,1.56
500X600-B1F-DONG-0460,500X600,보(X),DONG,B1F,500x600,5200,,1.56
500X600-B1F-DONG-0461,500X600,보(X),DONG,B1F,500x600,5200,,1.56
500X600-B1F-DONG-0462,500X600,보(X),DONG,B1F,500x600,5200,,1.56
500X600-B1F-DONG-0463,500X600,보(X),DONG,B1F,500x600,5200,,1.56
500X600-B1F-DONG-0464,500X600,보(X),DONG,B1F,500x600,5200,,1.56
500X600-B1F-DONG-0465,500X600,보(X),DONG,B1F,500x600,5150,,1.545
500X600-B1F-DONG-0466,500X600,보(X),DONG,B1F,500x600,5200,,1.56
400X800-B1F-DONG-0053,400X800,보(Y),DONG,B1F,400x800,4750,,1.52
500X600-B1F-DONG-0467,500X600,보(Y),DONG,B1F,500x600,7300,,2.19
500X600-B1F-DONG-0468,500X600,보(Y),DONG,B1F,500x600,8000,,2.4
500X600-B1F-DONG-0469,500X600,보(Y),DONG,B1F,500x600,8000,,2.4
500X600-B1F-DONG-0470,500X600,보(Y),DONG,B1F,500x600,4750,,1.425
500X600-B1F-DONG-0471,500X600,보(Y),DONG,B1F,500x600,2950,,0.885
500X600-B1F-DONG-0472,500X600,보(X),DONG,B1F,500x600,6900,,2.07
500X600-B1F-DONG-0473,500X600,보(X),DONG,B1F,500x600,7000,,2.1
500X600-B1F-DONG-0474,500X600,보(X),DONG,B1F,500x600,5100,,1.53
500X600-B1F-DONG-0475,500X600,보(X),DONG,B1F,500x600,5200,,1.56
500X600-B1F-DONG-0476,500X600,보(X),DONG,B1F,500x600,7900,,2.37
500X600-B1F-DONG-0477,500X600,보(X),DONG,B1F,500x600,8000,,2.4
500X600-B1F-DONG-0478,500X600,보(Y),DONG,B1F,500x600,2950,,0.885
500X600-B1F-DONG-0479,500X600,보(Y),DONG,B1F,500x600,2950,,0.885
500X600-B1F-DONG-0480,500X600,보(Y),DONG,B1F,500x600,2950,,0.885
500X600-B1F-DONG-0481,500X600,보(Y),DONG,B1F,500x600,2950,,0.885
500X600-B1F-DONG-0482,500X600,보(Y),DONG,B1F,500x600,2950,,0.885
500X600-B1F-DONG-0483,500X600,보(Y),DONG,B1F,500x600,2950,,0.885
500X600-B1F-DONG-0484,500X600,보(X),DONG,B1F,500x600,5000,,1.5
500X600-B1F-DONG-0485,500X600,보(X),DONG,B1F,500x600,5050,,1.515
600X1500-B1F-DONG-0005,600X1500,보(X),DONG,B1F,600x1500,1682,,1.5135
500X600-B1F-DONG-0486,500X600,보(X),DONG,B1F,500x600,1749,,0.5246
500X600-B1F-DONG-0487,500X600,보(Y),DONG,B1F,500x600,576,,0.1727
400X800-B1F-DONG-0054,400X800,보(Y),DONG,B1F,400x800,995,,0.3184
500X600-B1F-DONG-0488,500X600,보(X),DONG,B1F,500x600,4310,,1.2931
500X600-B1F-DONG-0489,500X600,보(X),DONG,B1F,500x600,4310,,1.2931
