부재ID,도면부재명,유형,구역,층,치수(mm),스팬/높이(mm),면적(m²),체적(m³)
400X800-B2F-DONG-0108,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0012,700X600,보(Y),DONG,B2F,700x600,7600,,3.192
400X800-B2F-DONG-0109,400X800,보(X),DONG,B2F,400x800,700,,0.224
400X800-B2F-DONG-0110,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0013,700X600,보(Y),DONG,B2F,700x600,7400,,3.108
400X800-B2F-DONG-0111,400X800,보(X),DONG,B2F,400x800,700,,0.224
400X800-B2F-DONG-0112,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0014,700X600,보(Y),DONG,B2F,700x600,7600,,3.192
400X800-B2F-DONG-0113,400X800,보(X),DONG,B2F,400x800,700,,0.224
400X800-B2F-DONG-0114,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0015,700X600,보(Y),DONG,B2F,700x600,7600,,3.192
400X800-B2F-DONG-0115,400X800,보(X),DONG,B2F,400x800,700,,0.224
400X800-B2F-DONG-0116,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0016,700X600,보(Y),DONG,B2F,700x600,7400,,3.108
400X800-B2F-DONG-0117,400X800,보(X),DONG,B2F,400x800,700,,0.224
400X800-B2F-DONG-0118,400X800,보(X),DONG,B2F,400x800,700,,0.224
400X800-B2F-DONG-0119,400X800,보(Y),DONG,B2F,400x800,7600,,2.432
400X800-B2F-DONG-0120,400X800,보(X),DONG,B2F,400x800,700,,0.224
400X800-B2F-DONG-0121,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0017,700X600,보(Y),DONG,B2F,700x600,7600,,3.192
400X800-B2F-DONG-0122,400X800,보(X),DONG,B2F,400x800,700,,0.224
400X800-B2F-DONG-0123,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0018,700X600,보(Y),DONG,B2F,700x600,8000,,3.36
400X800-B2F-DONG-0124,400X800,보(X),DONG,B2F,400x800,700,,0.224
400X800-B2F-DONG-0125,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0019,700X600,보(Y),DONG,B2F,700x600,3500,,1.4699
700X600-B2F-DONG-0020,700X600,보(X),DONG,B2F,700x600,700,,0.294
400X800-B2F-DONG-0126,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0021,700X600,보(Y),DONG,B2F,700x600,7800,,3.276
400X800-B2F-DONG-0127,400X800,보(X),DONG,B2F,400x800,700,,0.224
400X800-B2F-DONG-0128,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0022,700X600,보(Y),DONG,B2F,700x600,7800,,3.276
400X800-B2F-DONG-0129,400X800,보(X),DONG,B2F,400x800,700,,0.224
400X800-B2F-DONG-0130,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0023,700X600,보(Y),DONG,B2F,700x600,7700,,3.234
400X800-B2F-DONG-0131,400X800,보(X),DONG,B2F,400x800,700,,0.224
400X800-B2F-DONG-0132,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0024,700X600,보(Y),DONG,B2F,700x600,7000,,2.94
400X800-B2F-DONG-0133,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0025,700X600,보(Y),DONG,B2F,700x600,8000,,3.36
400X800-B2F-DONG-0134,400X800,보(X),DONG,B2F,400x800,700,,0.224
500X900-B2F-DONG-0018,500X900,보(Y),DONG,B2F,500x900,8000,,3.6
700X600-B2F-DONG-0026,700X600,보(Y),DONG,B2F,700x600,7900,,3.3179
400X800-B2F-DONG-0135,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0027,700X600,보(Y),DONG,B2F,700x600,7900,,3.3179
400X800-B2F-DONG-0136,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0028,700X600,보(Y),DONG,B2F,700x600,7700,,3.234
400X800-B2F-DONG-0137,400X800,보(X),DONG,B2F,400x800,700,,0.224
400X800-B2F-DONG-0138,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0029,700X600,보(Y),DONG,B2F,700x600,7000,,2.94
400X800-B2F-DONG-0139,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0030,700X600,보(Y),DONG,B2F,700x600,3600,,1.512
400X800-B2F-DONG-0140,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0031,700X600,보(Y),DONG,B2F,700x600,3600,,1.512
700X600-B2F-DONG-0032,700X600,보(X),DONG,B2F,700x600,700,,0.294
400X800-B2F-DONG-0141,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0033,700X600,보(Y),DONG,B2F,700x600,7800,,3.276
400X800-B2F-DONG-0142,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0034,700X600,보(Y),DONG,B2F,700x600,7900,,3.3179
400X800-B2F-DONG-0143,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0035,700X600,보(Y),DONG,B2F,700x600,7900,,3.3179
400X800-B2F-DONG-0144,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0036,700X600,보(Y),DONG,B2F,700x600,7700,,3.234
400X800-B2F-DONG-0145,400X800,보(X),DONG,B2F,400x800,700,,0.224
400X800-B2F-DONG-0146,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0037,700X600,보(Y),DONG,B2F,700x600,7000,,2.94
400X800-B2F-DONG-0147,400X800,보(X),DONG,B2F,400x800,700,,0.224
400X800-B2F-DONG-0148,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0038,700X600,보(Y),DONG,B2F,700x600,7600,,3.192
700X600-B2F-DONG-0039,700X600,보(Y),DONG,B2F,700x600,7700,,3.2339
400X800-B2F-DONG-0149,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0040,700X600,보(Y),DONG,B2F,700x600,7700,,3.2339
400X800-B2F-DONG-0150,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0041,700X600,보(Y),DONG,B2F,700x600,7700,,3.234
400X800-B2F-DONG-0151,400X800,보(X),DONG,B2F,400x800,700,,0.224
400X800-B2F-DONG-0152,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0042,700X600,보(Y),DONG,B2F,700x600,7000,,2.94
400X800-B2F-DONG-0153,400X800,보(X),DONG,B2F,400x800,700,,0.224
400X800-B2F-DONG-0154,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0043,700X600,보(Y),DONG,B2F,700x600,6900,,2.898
400X800-B2F-DONG-0155,400X800,보(X),DONG,B2F,400x800,700,,0.224
400X800-B2F-DONG-0156,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0044,700X600,보(Y),DONG,B2F,700x600,7700,,3.234
400X800-B2F-DONG-0157,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0045,700X600,보(Y),DONG,B2F,700x600,7600,,3.192
700X600-B2F-DONG-0046,700X600,보(Y),DONG,B2F,700x600,7500,,3.15
400X800-B2F-DONG-0158,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0047,700X600,보(Y),DONG,B2F,700x600,7500,,3.15
400X800-B2F-DONG-0159,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X600-B2F-DONG-0048,700X600,보(Y),DONG,B2F,700x600,8100,,3.4021
400X800-B2F-DONG-0160,400X800,보(X),DONG,B2F,400x800,700,,0.224
700X900-B2F-DONG-0009,700X900,보(X),DONG,B2F,700x900,7418,,4.6734
700X900-B2F-DONG-0010,700X900,보(X),DONG,B2F,700x900,7240,,4.5614
700X900-B2F-DONG-0011,700X900,보(Y),DONG,B2F,700x900,7173,,4.5187
700X900-B2F-DONG-0012,700X900,보(Y),DONG,B2F,700x900,7337,,4.6225
700X900-B2F-DONG-0013,700X900,보(Y),DONG,B2F,700x900,7878,,4.963
700X900-B2F-DONG-0014,700X900,보(Y),DONG,B2F,700x900,7092,,4.4678
500X900-B2F-DONG-0019,500X900,보(Y),DONG,B2F,500x900,3500,,1.575
500X900-B2F-DONG-0020,500X900,보(Y),DONG,B2F,500x900,3500,,1.575
600X900-B2F-DONG-0023,600X900,보(X),DONG,B2F,600x900,6378,,3.4441
700X900-B2F-DONG-0015,700X900,보(X),DONG,B2F,700x900,5406,,3.406
700X900-B2F-DONG-0016,700X900,보(X),DONG,B2F,700x900,3536,,2.2277
500X900-B2F-DONG-0021,500X900,보(Y),DONG,B2F,500x900,7691,,3.461
500X900-B2F-DONG-0022,500X900,보(Y),DONG,B2F,500x900,4060,,1.8268
500X900-B2F-DONG-0023,500X900,보(X),DONG,B2F,500x900,5592,,2.5163
500X900-B2F-DONG-0024,500X900,보(X),DONG,B2F,500x900,5504,,2.4766
500X900-B2F-DONG-0025,500X900,보(X),DONG,B2F,500x900,4931,,2.2191
500X900-B2F-DONG-0026,500X900,보(X),DONG,B2F,500x900,4791,,2.156
500X900-B2F-DONG-0027,500X900,보(Y),DONG,B2F,500x900,3912,,1.7606
500X900-B2F-DONG-0028,500X900,보(Y),DONG,B2F,500x900,3877,,1.7448
500X900-B2F-DONG-0029,500X900,보(Y),DONG,B2F,500x900,3514,,1.5812
500X900-B2F-DONG-0030,500X900,보(Y),DONG,B2F,500x900,3479,,1.5655
500X900-B2F-DONG-0031,500X900,보(Y),DONG,B2F,500x900,2940,,1.3232
500X900-B2F-DONG-0032,500X900,보(Y),DONG,B2F,500x900,2905,,1.3075
500X900-B2F-DONG-0033,500X900,보(Y),DONG,B2F,500x900,1865,,0.8392
500X900-B2F-DONG-0034,500X900,보(Y),DONG,B2F,500x900,1900,,0.855
700X900-B2F-DONG-0017,700X900,보(Y),DONG,B2F,700x900,6213,,3.914
700X900-B2F-DONG-0018,700X900,보(Y),DONG,B2F,700x900,6622,,4.1719
500X900-B2F-DONG-0035,500X900,보(Y),DONG,B2F,500x900,2597,,1.1687
500X900-B2F-DONG-0036,500X900,보(Y),DONG,B2F,500x900,2512,,1.1304
500X900-B2F-DONG-0037,500X900,보(X),DONG,B2F,500x900,7830,,3.5235
500X900-B2F-DONG-0038,500X900,보(X),DONG,B2F,500x900,7480,,3.3661
500X900-B2F-DONG-0039,500X900,보(X),DONG,B2F,500x900,4020,,1.809
500X900-B2F-DONG-0040,500X900,보(X),DONG,B2F,500x900,3570,,1.6065
500X900-B2F-DONG-0041,500X900,보(X),DONG,B2F,500x900,5750,,2.5875
500X900-B2F-DONG-0042,500X900,보(X),DONG,B2F,500x900,5300,,2.385
500X900-B2F-DONG-0043,500X900,보(X),DONG,B2F,500x900,7000,,3.15
500X900-B2F-DONG-0044,500X900,보(X),DONG,B2F,500x900,6500,,2.9249
500X900-B2F-DONG-0045,500X900,보(X),DONG,B2F,500x900,7000,,3.15
500X900-B2F-DONG-0046,500X900,보(X),DONG,B2F,500x900,6750,,3.0374
700X900-B2F-DONG-0019,700X900,보(X),DONG,B2F,700x900,9470,,5.966
500X900-B2F-DONG-0047,500X900,보(X),DONG,B2F,500x900,7400,,3.33
500X900-B2F-DONG-0048,500X900,보(X),DONG,B2F,500x900,6900,,3.105
500X900-B2F-DONG-0049,500X900,보(X),DONG,B2F,500x900,7400,,3.33
500X900-B2F-DONG-0050,500X900,보(X),DONG,B2F,500x900,6900,,3.105
500X900-B2F-DONG-0051,500X900,보(X),DONG,B2F,500x900,16000,,7.2001
500X900-B2F-DONG-0052,500X900,보(X),DONG,B2F,500x900,6900,,3.105
500X900-B2F-DONG-0053,500X900,보(Y),DONG,B2F,500x900,7250,,3.2625
500X900-B2F-DONG-0054,500X900,보(Y),DONG,B2F,500x900,7150,,3.2175
700X900-B2F-DONG-0020,700X900,보(Y),DONG,B2F,700x900,7590,,4.7819
700X900-B2F-DONG-0021,700X900,보(Y),DONG,B2F,700x900,7441,,4.6876
700X900-B2F-DONG-0022,700X900,보(Y),DONG,B2F,700x900,7840,,4.9394
700X900-B2F-DONG-0023,700X900,보(Y),DONG,B2F,700x900,7590,,4.7819
900X900-B2F-DONG-0011,900X900,보(X),DONG,B2F,900x900,7991,,6.4723
900X900-B2F-DONG-0012,900X900,보(X),DONG,B2F,900x900,7640,,6.1884
700X900-B2F-DONG-0024,700X900,보(X),DONG,B2F,700x900,7800,,4.914
700X900-B2F-DONG-0025,700X900,보(X),DONG,B2F,700x900,7501,,4.7255
700X900-B2F-DONG-0026,700X900,보(X),DONG,B2F,700x900,7800,,4.914
700X900-B2F-DONG-0027,700X900,보(X),DONG,B2F,700x900,3519,,2.2167
700X900-B2F-DONG-0028,700X900,보(X),DONG,B2F,700x900,7800,,4.914
700X900-B2F-DONG-0029,700X900,보(X),DONG,B2F,700x900,7500,,4.725
600X900-B2F-DONG-0024,600X900,보(X),DONG,B2F,600x900,4901,,2.6463
600X900-B2F-DONG-0025,600X900,보(X),DONG,B2F,600x900,4750,,2.5652
700X900-B2F-DONG-0030,700X900,보(Y),DONG,B2F,700x900,8213,,5.1744
700X900-B2F-DONG-0031,700X900,보(Y),DONG,B2F,700x900,7840,,4.9394
500X900-B2F-DONG-0055,500X900,보(X),DONG,B2F,500x900,3281,,1.4763
500X900-B2F-DONG-0056,500X900,보(X),DONG,B2F,500x900,3572,,1.6072
1000X900-B2F-DONG-0002,1000X900,보(X),DONG,B2F,1000x900,7540,,6.786
1000X900-B2F-DONG-0003,1000X900,보(X),DONG,B2F,1000x900,7539,,6.7852
500X900-B2F-DONG-0057,500X900,보(Y),DONG,B2F,500x900,7550,,3.3976
500X900-B2F-DONG-0058,500X900,보(Y),DONG,B2F,500x900,7800,,3.51
600X900-B2F-DONG-0026,600X900,보(X),DONG,B2F,600x900,5100,,2.754
600X900-B2F-DONG-0027,600X900,보(X),DONG,B2F,600x900,5000,,2.7
600X900-B2F-DONG-0028,600X900,보(X),DONG,B2F,600x900,7800,,4.212
600X900-B2F-DONG-0029,600X900,보(X),DONG,B2F,600x900,7800,,4.212
500X900-B2F-DONG-0059,500X900,보(Y),DONG,B2F,500x900,4597,,2.0687
500X900-B2F-DONG-0060,500X900,보(Y),DONG,B2F,500x900,4700,,2.115
500X900-B2F-DONG-0061,500X900,보(X),DONG,B2F,500x900,30542,,13.7439
800X900-B2F-DONG-0012,800X900,보(X),DONG,B2F,800x900,7700,,5.544
800X900-B2F-DONG-0013,800X900,보(X),DONG,B2F,800x900,7500,,5.4
500X900-B2F-DONG-0062,500X900,보(Y),DONG,B2F,500x900,4097,,1.8437
500X900-B2F-DONG-0063,500X900,보(Y),DONG,B2F,500x900,3997,,1.7987
700X900-B2F-DONG-0032,700X900,보(Y),DONG,B2F,700x900,7353,,4.6323
700X900-B2F-DONG-0033,700X900,보(Y),DONG,B2F,700x900,7153,,4.5063
700X900-B2F-DONG-0034,700X900,보(Y),DONG,B2F,700x900,7353,,4.6323
700X900-B2F-DONG-0035,700X900,보(Y),DONG,B2F,700x900,7150,,4.5045
1100X900-B2F-DONG-0004,1100X900,보(X),DONG,B2F,1100x900,7500,,7.425
1100X900-B2F-DONG-0005,1100X900,보(X),DONG,B2F,1100x900,7700,,7.623
500X600-B2F-DONG-0522,500X600,보(X),DONG,B2F,500x600,7800,,2.3401
500X600-B2F-DONG-0523,500X600,보(X),DONG,B2F,500x600,7800,,2.34
700X900-B2F-DONG-0036,700X900,보(X),DONG,B2F,700x900,5000,,3.1499
700X900-B2F-DONG-0037,700X900,보(X),DONG,B2F,700x900,5200,,3.276
700X900-B2F-DONG-0038,700X900,보(X),DONG,B2F,700x900,5200,,3.276
1100X900-B2F-DONG-0006,1100X900,보(X),DONG,B2F,1100x900,7700,,7.623
1100X900-B2F-DONG-0007,1100X900,보(X),DONG,B2F,1100x900,7600,,7.524
500X600-B2F-DONG-0524,500X600,보(X),DONG,B2F,500x600,7800,,2.34
500X900-B2F-DONG-0064,500X900,보(Y),DONG,B2F,500x900,7850,,3.5325
500X600-B2F-DONG-0525,500X600,보(X),DONG,B2F,500x600,7800,,2.34
700X900-B2F-DONG-0039,700X900,보(X),DONG,B2F,700x900,4800,,3.0239
500X900-B2F-DONG-0065,500X900,보(Y),DONG,B2F,500x900,8000,,3.6
500X900-B2F-DONG-0066,500X900,보(Y),DONG,B2F,500x900,7800,,3.51
500X900-B2F-DONG-0067,500X900,보(Y),DONG,B2F,500x900,7600,,3.42
500X900-B2F-DONG-0068,500X900,보(Y),DONG,B2F,500x900,7650,,3.4425
500X900-B2F-DONG-0069,500X900,보(Y),DONG,B2F,500x900,3502,,1.576
500X900-B2F-DONG-0070,500X900,보(Y),DONG,B2F,500x900,3650,,1.6425
700X900-B2F-DONG-0040,700X900,보(X),DONG,B2F,700x900,4800,,3.024
500X900-B2F-DONG-0071,500X900,보(Y),DONG,B2F,500x900,7800,,3.51
700X900-B2F-DONG-0041,700X900,보(X),DONG,B2F,700x900,5200,,3.276
500X900-B2F-DONG-0072,500X900,보(Y),DONG,B2F,500x900,7200,,3.24
500X900-B2F-DONG-0073,500X900,보(Y),DONG,B2F,500x900,8000,,3.6
500X900-B2F-DONG-0074,500X900,보(Y),DONG,B2F,500x900,7500,,3.375
500X900-B2F-DONG-0075,500X900,보(Y),DONG,B2F,500x900,7901,,3.5556
500X900-B2F-DONG-0076,500X900,보(Y),DONG,B2F,500x900,7650,,3.4425
500X900-B2F-DONG-0077,500X900,보(Y),DONG,B2F,500x900,7550,,3.3975
500X900-B2F-DONG-0078,500X900,보(Y),DONG,B2F,500x900,3500,,1.575
500X900-B2F-DONG-0079,500X900,보(Y),DONG,B2F,500x900,3500,,1.575
700X900-B2F-DONG-0042,700X900,보(X),DONG,B2F,700x900,7800,,4.914
700X900-B2F-DONG-0043,700X900,보(X),DONG,B2F,700x900,7800,,4.914
800X900-B2F-DONG-0014,800X900,보(X),DONG,B2F,800x900,7800,,5.616
800X900-B2F-DONG-0015,800X900,보(X),DONG,B2F,800x900,7800,,5.616
600X900-B2F-DONG-0030,600X900,보(X),DONG,B2F,600x900,7800,,4.212
800X900-B2F-DONG-0016,800X900,보(X),DONG,B2F,800x900,7700,,5.544
700X900-B2F-DONG-0044,700X900,보(X),DONG,B2F,700x900,5200,,3.276
700X900-B2F-DONG-0045,700X900,보(X),DONG,B2F,700x900,5200,,3.276
500X900-B2F-DONG-0080,500X900,보(X),DONG,B2F,500x900,5200,,2.34
600X900-B2F-DONG-0031,600X900,보(X),DONG,B2F,600x900,5100,,2.754
1100X900-B2F-DONG-0008,1100X900,보(X),DONG,B2F,1100x900,7050,,6.9795
1100X900-B2F-DONG-0009,1100X900,보(X),DONG,B2F,1100x900,7250,,7.1775
500X900-B2F-DONG-0081,500X900,보(Y),DONG,B2F,500x900,6550,,2.9475
500X900-B2F-DONG-0082,500X900,보(Y),DONG,B2F,500x900,6550,,2.9475
700X900-B2F-DONG-0046,700X900,보(Y),DONG,B2F,700x900,4352,,2.7416
700X900-B2F-DONG-0047,700X900,보(Y),DONG,B2F,700x900,7150,,4.5045
500X900-B2F-DONG-0083,500X900,보(Y),DONG,B2F,500x900,7500,,3.375
500X900-B2F-DONG-0084,500X900,보(Y),DONG,B2F,500x900,7450,,3.3525
500X900-B2F-DONG-0085,500X900,보(Y),DONG,B2F,500x900,7550,,3.3975
500X900-B2F-DONG-0086,500X900,보(Y),DONG,B2F,500x900,7500,,3.375
900X900-B2F-DONG-0013,900X900,보(X),DONG,B2F,900x900,7600,,6.156
900X900-B2F-DONG-0014,900X900,보(X),DONG,B2F,900x900,7600,,6.156
1000X900-B2F-DONG-0004,1000X900,보(X),DONG,B2F,1000x900,7354,,6.6188
1000X900-B2F-DONG-0005,1000X900,보(X),DONG,B2F,1000x900,7354,,6.6188
600X900-B2F-DONG-0032,600X900,보(X),DONG,B2F,600x900,7650,,4.131
800X900-B2F-DONG-0017,800X900,보(X),DONG,B2F,800x900,7700,,5.544
600X900-B2F-DONG-0033,600X900,보(X),DONG,B2F,600x900,7400,,3.996
800X900-B2F-DONG-0018,800X900,보(X),DONG,B2F,800x900,7550,,5.436
500X900-B2F-DONG-0087,500X900,보(Y),DONG,B2F,500x900,3717,,1.6725
700X900-B2F-DONG-0048,700X900,보(Y),DONG,B2F,700x900,1070,,0.6741
800X900-B2F-DONG-0019,800X900,보(X),DONG,B2F,800x900,7600,,5.472
800X900-B2F-DONG-0020,800X900,보(X),DONG,B2F,800x900,7650,,5.508
800X900-B2F-DONG-0021,800X900,보(X),DONG,B2F,800x900,7450,,5.364
800X900-B2F-DONG-0022,800X900,보(X),DONG,B2F,800x900,7400,,5.328
700X900-B2F-DONG-0049,700X900,보(Y),DONG,B2F,700x900,3030,,1.9089
700X900-B2F-DONG-0050,700X900,보(Y),DONG,B2F,700x900,7571,,4.7696
700X900-B2F-DONG-0051,700X900,보(Y),DONG,B2F,700x900,3500,,2.205
700X900-B2F-DONG-0052,700X900,보(Y),DONG,B2F,700x900,7700,,4.851
700X900-B2F-DONG-0053,700X900,보(Y),DONG,B2F,700x900,7700,,4.851
500X900-B2F-DONG-0088,500X900,보(Y),DONG,B2F,500x900,7600,,3.42
500X900-B2F-DONG-0089,500X900,보(Y),DONG,B2F,500x900,7700,,3.465
500X900-B2F-DONG-0090,500X900,보(Y),DONG,B2F,500x900,7600,,3.42
500X900-B2F-DONG-0091,500X900,보(Y),DONG,B2F,500x900,7600,,3.42
500X900-B2F-DONG-0092,500X900,보(Y),DONG,B2F,500x900,7600,,3.42
500X900-B2F-DONG-0093,500X900,보(Y),DONG,B2F,500x900,7600,,3.42
500X900-B2F-DONG-0094,500X900,보(X),DONG,B2F,500x900,2336,,1.0512
500X900-B2F-DONG-0095,500X900,보(X),DONG,B2F,500x900,2178,,0.9801
900X900-B2F-DONG-0015,900X900,보(Y),DONG,B2F,900x900,8221,,6.6593
600X900-B2F-DONG-0034,600X900,보(Y),DONG,B2F,600x900,1081,,0.5836
400X900_EST-B2F-DONG-0007,400X900_EST,보(Y),DONG,B2F,400x900,956,,0.3442
600X900-B2F-DONG-0035,600X900,보(X),DONG,B2F,600x900,5300,,2.862
600X900-B2F-DONG-0036,600X900,보(X),DONG,B2F,600x900,5300,,2.862
800X900-B2F-DONG-0023,800X900,보(X),DONG,B2F,800x900,7800,,5.616
800X900-B2F-DONG-0024,800X900,보(X),DONG,B2F,800x900,7800,,5.616
800X900-B2F-DONG-0025,800X900,보(X),DONG,B2F,800x900,7800,,5.616
800X900-B2F-DONG-0026,800X900,보(X),DONG,B2F,800x900,7800,,5.616
900X900-B2F-DONG-0016,900X900,보(X),DONG,B2F,900x900,7500,,6.0751
900X900-B2F-DONG-0017,900X900,보(X),DONG,B2F,900x900,7450,,6.0346
700X900-B2F-DONG-0054,700X900,보(X),DONG,B2F,700x900,8000,,5.04
700X900-B2F-DONG-0055,700X900,보(X),DONG,B2F,700x900,7950,,5.0085
700X900-B2F-DONG-0056,700X900,보(X),DONG,B2F,700x900,770,,0.4851
800X900-B2F-DONG-0027,800X900,보(X),DONG,B2F,800x900,767,,0.5519
500X900-B2F-DONG-0096,500X900,보(Y),DONG,B2F,500x900,4100,,1.845
500X900-B2F-DONG-0097,500X900,보(Y),DONG,B2F,500x900,4100,,1.845
500X900-B2F-DONG-0098,500X900,보(Y),DONG,B2F,500x900,3055,,1.3749
500X900-B2F-DONG-0099,500X900,보(Y),DONG,B2F,500x900,2967,,1.3353
500X900-B2F-DONG-0100,500X900,보(Y),DONG,B2F,500x900,4100,,1.845
500X900-B2F-DONG-0101,500X900,보(Y),DONG,B2F,500x900,4100,,1.845
600X900-B2F-DONG-0037,600X900,보(X),DONG,B2F,600x900,7800,,4.212
600X900-B2F-DONG-0038,600X900,보(X),DONG,B2F,600x900,7800,,4.212
500X900-B2F-DONG-0102,500X900,보(Y),DONG,B2F,500x900,899,,0.4044
500X900-B2F-DONG-0103,500X900,보(Y),DONG,B2F,500x900,811,,0.3648
600X900-B2F-DONG-0039,600X900,보(Y),DONG,B2F,600x900,4100,,2.214
600X900-B2F-DONG-0040,600X900,보(Y),DONG,B2F,600x900,2365,,1.2769
700X900-B2F-DONG-0057,700X900,보(X),DONG,B2F,700x900,7800,,4.914
800X900-B2F-DONG-0028,800X900,보(X),DONG,B2F,800x900,7800,,5.616
500X900-B2F-DONG-0104,500X900,보(Y),DONG,B2F,500x900,7500,,3.375
500X900-B2F-DONG-0105,500X900,보(Y),DONG,B2F,500x900,7900,,3.555
500X900-B2F-DONG-0106,500X900,보(X),DONG,B2F,500x900,4914,,2.2114
700X900-B2F-DONG-0058,700X900,보(X),DONG,B2F,700x900,5000,,3.15
700X900-B2F-DONG-0059,700X900,보(X),DONG,B2F,700x900,3294,,2.0755
700X900-B2F-DONG-0060,700X900,보(X),DONG,B2F,700x900,2266,,1.4274
600X900-B2F-DONG-0041,600X900,보(Y),DONG,B2F,600x900,7760,,4.1903
600X900-B2F-DONG-0042,600X900,보(Y),DONG,B2F,600x900,7510,,4.0552
500X900-B2F-DONG-0107,500X900,보(X),DONG,B2F,500x900,3540,,1.593
500X900-B2F-DONG-0108,500X900,보(X),DONG,B2F,500x900,3497,,1.5738
700X900-B2F-DONG-0061,700X900,보(Y),DONG,B2F,700x900,7650,,4.8195
700X900-B2F-DONG-0062,700X900,보(Y),DONG,B2F,700x900,5357,,3.3747
500X900-B2F-DONG-0109,500X900,보(Y),DONG,B2F,500x900,4052,,1.8235
500X900-B2F-DONG-0110,500X900,보(Y),DONG,B2F,500x900,3943,,1.7743
500X900-B2F-DONG-0111,500X900,보(X),DONG,B2F,500x900,7850,,3.5325
500X900-B2F-DONG-0112,500X900,보(X),DONG,B2F,500x900,7500,,3.375
600X900-B2F-DONG-0043,600X900,보(Y),DONG,B2F,600x900,4052,,2.1882
600X900-B2F-DONG-0044,600X900,보(Y),DONG,B2F,600x900,4043,,2.183
500X900-B2F-DONG-0113,500X900,보(X),DONG,B2F,500x900,7600,,3.42
500X900-B2F-DONG-0114,500X900,보(X),DONG,B2F,500x900,7300,,3.285
500X900-B2F-DONG-0115,500X900,보(X),DONG,B2F,500x900,8000,,3.6
500X900-B2F-DONG-0116,500X900,보(X),DONG,B2F,500x900,7700,,3.465
500X900-B2F-DONG-0117,500X900,보(X),DONG,B2F,500x900,7800,,3.51
500X900-B2F-DONG-0118,500X900,보(X),DONG,B2F,500x900,7500,,3.375
500X900-B2F-DONG-0119,500X900,보(X),DONG,B2F,500x900,7650,,3.4425
500X900-B2F-DONG-0120,500X900,보(X),DONG,B2F,500x900,7304,,3.2868
600X900-B2F-DONG-0045,600X900,보(Y),DONG,B2F,600x900,3552,,1.9178
600X900-B2F-DONG-0046,600X900,보(Y),DONG,B2F,600x900,3542,,1.9129
600X900-B2F-DONG-0047,600X900,보(Y),DONG,B2F,600x900,3551,,1.9174
600X900-B2F-DONG-0048,600X900,보(Y),DONG,B2F,600x900,3541,,1.9122
600X900-B2F-DONG-0049,600X900,보(Y),DONG,B2F,600x900,3552,,1.9182
600X900-B2F-DONG-0050,600X900,보(Y),DONG,B2F,600x900,3543,,1.913
500X900-B2F-DONG-0121,500X900,보(Y),DONG,B2F,500x900,3043,,1.3692
500X900-B2F-DONG-0122,500X900,보(Y),DONG,B2F,500x900,3043,,1.3692
500X900-B2F-DONG-0123,500X900,보(Y),DONG,B2F,500x900,2967,,1.3354
500X900-B2F-DONG-0124,500X900,보(Y),DONG,B2F,500x900,3043,,1.3691
