부재ID,도면명,유형,구역,층,치수,체적(m³)
500X600-B2F-DONG-0417,500X600,보(X),DONG,B2F,500x600,0.7036
500X600-B2F-DONG-0418,500X600,보(Y),DONG,B2F,500x600,0.84
500X600-B2F-DONG-0419,500X600,보(Y),DONG,B2F,500x600,0.7505
500X600-B2F-DONG-0420,500X600,보(Y),DONG,B2F,500x600,1.305
500X600-B2F-DONG-0421,500X600,보(Y),DONG,B2F,500x600,1.305
600X900_EST-B2F-DONG-0005,600X900_EST,보(X),DONG,B2F,600x900,4.212
500X600-B2F-DONG-0422,500X600,보(Y),DONG,B2F,500x600,1.305
500X600-B2F-DONG-0423,500X600,보(Y),DONG,B2F,500x600,1.305
400X800-B2F-DONG-0028,400X800,보(X),DONG,B2F,400x800,1.808
500X600-B2F-DONG-0424,500X600,보(Y),DONG,B2F,500x600,1.305
500X600-B2F-DONG-0425,500X600,보(Y),DONG,B2F,500x600,1.305
500X600-B2F-DONG-0426,500X600,보(Y),DONG,B2F,500x600,1.305
500X600-B2F-DONG-0427,500X600,보(Y),DONG,B2F,500x600,1.305
400X800-B2F-DONG-0029,400X800,보(X),DONG,B2F,400x800,1.632
400X800-B2F-DONG-0030,400X800,보(X),DONG,B2F,400x800,1.6
500X600-B2F-DONG-0428,500X600,보(Y),DONG,B2F,500x600,1.335
500X600-B2F-DONG-0429,500X600,보(Y),DONG,B2F,500x600,1.305
500X600-B2F-DONG-0430,500X600,보(Y),DONG,B2F,500x600,1.335
500X600-B2F-DONG-0431,500X600,보(Y),DONG,B2F,500x600,1.335
400X800-B2F-DONG-0031,400X800,보(X),DONG,B2F,400x800,1.664
400X800-B2F-DONG-0032,400X800,보(X),DONG,B2F,400x800,2.464
500X600-B2F-DONG-0432,500X600,보(X),DONG,B2F,500x600,1.59
500X600-B2F-DONG-0433,500X600,보(X),DONG,B2F,500x600,1.56
500X600-B2F-DONG-0434,500X600,보(X),DONG,B2F,500x600,2.34
500X600-B2F-DONG-0435,500X600,보(X),DONG,B2F,500x600,2.325
500X600-B2F-DONG-0436,500X600,보(Y),DONG,B2F,500x600,0.435
500X600-B2F-DONG-0437,500X600,보(Y),DONG,B2F,500x600,0.435
500X600-B2F-DONG-0438,500X600,보(Y),DONG,B2F,500x600,0.42
500X600-B2F-DONG-0439,500X600,보(Y),DONG,B2F,500x600,0.855
500X600-B2F-DONG-0440,500X600,보(Y),DONG,B2F,500x600,0.435
500X600-B2F-DONG-0441,500X600,보(Y),DONG,B2F,500x600,0.8374
500X600-B2F-DONG-0442,500X600,보(Y),DONG,B2F,500x600,0.8445
500X600-B2F-DONG-0443,500X600,보(Y),DONG,B2F,500x600,0.435
500X600-B2F-DONG-0444,500X600,보(X),DONG,B2F,500x600,1.8537
500X600-B2F-DONG-0445,500X600,보(X),DONG,B2F,500x600,1.8537
500X600-B2F-DONG-0446,500X600,보(X),DONG,B2F,500x600,2.4949
500X600-B2F-DONG-0447,500X600,보(X),DONG,B2F,500x600,2.4949
600X600-B2F-DONG-0017,600X600,보(X),DONG,B2F,600x600,2.8364
600X600-B2F-DONG-0018,600X600,보(X),DONG,B2F,600x600,2.8364
700X600-B2F-DONG-0024,700X600,보(X),DONG,B2F,700x600,3.234
400X800-B2F-DONG-0033,400X800,보(Y),DONG,B2F,400x800,0.224
700X600-B2F-DONG-0025,700X600,보(X),DONG,B2F,700x600,3.234
400X800-B2F-DONG-0034,400X800,보(Y),DONG,B2F,400x800,8.6528
500X600-B2F-DONG-0448,500X600,보(Y),DONG,B2F,500x600,2.625
400X800-B2F-DONG-0035,400X800,보(Y),DONG,B2F,400x800,2.48
600X600-B2F-DONG-0019,600X600,보(X),DONG,B2F,600x600,2.772
600X1200-B2F-DONG-0008,600X1200,보(Y),DONG,B2F,600x1200,6.6528
600X600-B2F-DONG-0020,600X600,보(X),DONG,B2F,600x600,2.753
500X600-B2F-DONG-0449,500X600,보(Y),DONG,B2F,500x600,2.3247
500X600-B2F-DONG-0450,500X600,보(X),DONG,B2F,500x600,2.4958
500X600-B2F-DONG-0451,500X600,보(X),DONG,B2F,500x600,1.59
500X600-B2F-DONG-0452,500X600,보(Y),DONG,B2F,500x600,2.3351
500X600-B2F-DONG-0453,500X600,보(X),DONG,B2F,500x600,2.4636
500X600-B2F-DONG-0454,500X600,보(Y),DONG,B2F,500x600,2.2266
500X600-B2F-DONG-0455,500X600,보(Y),DONG,B2F,500x600,2.226
500X600-B2F-DONG-0456,500X600,보(X),DONG,B2F,500x600,1.5517
500X600-B2F-DONG-0457,500X600,보(Y),DONG,B2F,500x600,2.3009
500X600-B2F-DONG-0458,500X600,보(X),DONG,B2F,500x600,2.34
500X600-B2F-DONG-0459,500X600,보(X),DONG,B2F,500x600,2.3231
500X600-B2F-DONG-0460,500X600,보(Y),DONG,B2F,500x600,2.3009
400X800-B2F-DONG-0036,400X800,보(Y),DONG,B2F,400x800,0.2816
400X800-B2F-DONG-0037,400X800,보(Y),DONG,B2F,400x800,0.3296
400X800-B2F-DONG-0038,400X800,보(Y),DONG,B2F,400x800,0.3296
500X600-B2F-DONG-0461,500X600,보(X),DONG,B2F,500x600,1.6263
400X800-B2F-DONG-0039,400X800,보(Y),DONG,B2F,400x800,0.3296
400X800-B2F-DONG-0040,400X800,보(X),DONG,B2F,400x800,0.4604
400X800-B2F-DONG-0041,400X800,보(X),DONG,B2F,400x800,0.4764
500X600-B2F-DONG-0462,500X600,보(Y),DONG,B2F,500x600,2.304
500X600-B2F-DONG-0463,500X600,보(X),DONG,B2F,500x600,2.3955
500X600-B2F-DONG-0464,500X600,보(X),DONG,B2F,500x600,1.6642
500X600-B2F-DONG-0465,500X600,보(Y),DONG,B2F,500x600,2.304
500X600-B2F-DONG-0466,500X600,보(Y),DONG,B2F,500x600,2.304
500X600-B2F-DONG-0467,500X600,보(Y),DONG,B2F,500x600,2.304
500X600-B2F-DONG-0468,500X600,보(X),DONG,B2F,500x600,0.7984
500X600-B2F-DONG-0469,500X600,보(X),DONG,B2F,500x600,0.8134
500X600-B2F-DONG-0470,500X600,보(X),DONG,B2F,500x600,2.8347
500X600-B2F-DONG-0471,500X600,보(X),DONG,B2F,500x600,2.7678
500X600-B2F-DONG-0472,500X600,보(X),DONG,B2F,500x600,1.0701
500X600-B2F-DONG-0473,500X600,보(X),DONG,B2F,500x600,1.095
400X800-B2F-DONG-0042,400X800,보(Y),DONG,B2F,400x800,1.136
400X800-B2F-DONG-0043,400X800,보(Y),DONG,B2F,400x800,1.136
500X600-B2F-DONG-0474,500X600,보(Y),DONG,B2F,500x600,2.3451
500X600-B2F-DONG-0475,500X600,보(Y),DONG,B2F,500x600,2.3451
500X600-B2F-DONG-0476,500X600,보(X),DONG,B2F,500x600,2.2803
500X600-B2F-DONG-0477,500X600,보(X),DONG,B2F,500x600,2.3955
500X600-B2F-DONG-0478,500X600,보(X),DONG,B2F,500x600,2.2496
500X600-B2F-DONG-0479,500X600,보(X),DONG,B2F,500x600,2.34
500X600-B2F-DONG-0480,500X600,보(X),DONG,B2F,500x600,2.3198
500X600-B2F-DONG-0481,500X600,보(X),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0482,500X600,보(X),DONG,B2F,500x600,2.34
500X600-B2F-DONG-0483,500X600,보(X),DONG,B2F,500x600,1.53
500X600-B2F-DONG-0484,500X600,보(X),DONG,B2F,500x600,1.5072
500X600-B2F-DONG-0485,500X600,보(X),DONG,B2F,500x600,2.4111
500X600-B2F-DONG-0486,500X600,보(Y),DONG,B2F,500x600,2.325
500X600-B2F-DONG-0487,500X600,보(X),DONG,B2F,500x600,2.325
500X600-B2F-DONG-0488,500X600,보(X),DONG,B2F,500x600,2.355
500X600-B2F-DONG-0489,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0490,500X600,보(X),DONG,B2F,500x600,2.355
500X600-B2F-DONG-0491,500X600,보(X),DONG,B2F,500x600,1.275
500X600-B2F-DONG-0492,500X600,보(X),DONG,B2F,500x600,1.245
400X900_EST-B2F-DONG-0030,400X900_EST,보(X),DONG,B2F,400x900,0.6715
400X800-B2F-DONG-0044,400X800,보(Y),DONG,B2F,400x800,2.238
500X600-B2F-DONG-0493,500X600,보(X),DONG,B2F,500x600,1.9113
500X600-B2F-DONG-0494,500X600,보(X),DONG,B2F,500x600,1.7941
500X600-B2F-DONG-0495,500X600,보(Y),DONG,B2F,500x600,0.5152
400X900_EST-B2F-DONG-0031,400X900_EST,보(X),DONG,B2F,400x900,0.5546
500X600-B2F-DONG-0496,500X600,보(Y),DONG,B2F,500x600,0.8486
400X800-B2F-DONG-0045,400X800,보(Y),DONG,B2F,400x800,2.4
500X600-B2F-DONG-0497,500X600,보(X),DONG,B2F,500x600,1.245
500X600-B2F-DONG-0498,500X600,보(X),DONG,B2F,500x600,1.245
400X800-B2F-DONG-0046,400X800,보(Y),DONG,B2F,400x800,0.2399
500X600-B2F-DONG-0499,500X600,보(Y),DONG,B2F,500x600,1.8053
500X600-B2F-DONG-0500,500X600,보(Y),DONG,B2F,500x600,1.4962
500X600-B2F-DONG-0501,500X600,보(X),DONG,B2F,500x600,0.8924
500X600-B2F-DONG-0502,500X600,보(X),DONG,B2F,500x600,1.0246
500X600-B2F-DONG-0503,500X600,보(X),DONG,B2F,500x600,2.355
500X600-B2F-DONG-0504,500X600,보(X),DONG,B2F,500x600,2.37
500X600-B2F-DONG-0505,500X600,보(Y),DONG,B2F,500x600,1.3342
500X600-B2F-DONG-0506,500X600,보(Y),DONG,B2F,500x600,1.1422
500X600-B2F-DONG-0507,500X600,보(X),DONG,B2F,500x600,1.465
500X600-B2F-DONG-0508,500X600,보(X),DONG,B2F,500x600,1.5926
500X600-B2F-DONG-0509,500X600,보(Y),DONG,B2F,500x600,1.0779
500X600-B2F-DONG-0510,500X600,보(Y),DONG,B2F,500x600,1.0779
600X1600-B2F-DONG-0001,600X1600,보(Y),DONG,B2F,600x1600,3.4197
600X1600-B2F-DONG-0002,600X1600,보(Y),DONG,B2F,600x1600,3.4423
500X600-B2F-DONG-0511,500X600,보(X),DONG,B2F,500x600,1.4922
500X600-B2F-DONG-0512,500X600,보(X),DONG,B2F,500x600,1.53
500X600-B2F-DONG-0513,500X600,보(X),DONG,B2F,500x600,2.2971
500X600-B2F-DONG-0514,500X600,보(X),DONG,B2F,500x600,2.34
500X600-B2F-DONG-0515,500X600,보(X),DONG,B2F,500x600,2.3195
500X600-B2F-DONG-0516,500X600,보(X),DONG,B2F,500x600,2.34
600X2850-B2F-DONG-0001,600X2850,보(X),DONG,B2F,600x2850,3.9332
600X2850-B2F-DONG-0002,600X2850,보(X),DONG,B2F,600x2850,3.9332
500X600-B2F-DONG-0517,500X600,보(X),DONG,B2F,500x600,2.325
500X600-B2F-DONG-0518,500X600,보(X),DONG,B2F,500x600,2.34
400X800-B2F-DONG-0047,400X800,보(Y),DONG,B2F,400x800,0.7104
600X1500-B2F-DONG-0006,600X1500,보(Y),DONG,B2F,600x1500,1.998
700X600-B2F-DONG-0026,700X600,보(X),DONG,B2F,700x600,3.2008
700X600-B2F-DONG-0027,700X600,보(X),DONG,B2F,700x600,3.2008
700X600-B2F-DONG-0028,700X600,보(X),DONG,B2F,700x600,3.1925
700X600-B2F-DONG-0029,700X600,보(X),DONG,B2F,700x600,3.1925
500X600-B2F-DONG-0519,500X600,보(X),DONG,B2F,500x600,2.28
500X600-B2F-DONG-0520,500X600,보(X),DONG,B2F,500x600,2.325
500X600-B2F-DONG-0521,500X600,보(Y),DONG,B2F,500x600,2.268
500X600-B2F-DONG-0522,500X600,보(Y),DONG,B2F,500x600,2.268
500X600-B2F-DONG-0523,500X600,보(Y),DONG,B2F,500x600,2.268
500X600-B2F-DONG-0524,500X600,보(Y),DONG,B2F,500x600,2.268
500X600-B2F-DONG-0525,500X600,보(X),DONG,B2F,500x600,1.1703
500X600-B2F-DONG-0526,500X600,보(X),DONG,B2F,500x600,2.1
500X600-B2F-DONG-0527,500X600,보(X),DONG,B2F,500x600,2.2197
500X600-B2F-DONG-0528,500X600,보(Y),DONG,B2F,500x600,2.268
500X600-B2F-DONG-0529,500X600,보(Y),DONG,B2F,500x600,2.268
500X600-B2F-DONG-0530,500X600,보(X),DONG,B2F,500x600,1.17
500X600-B2F-DONG-0531,500X600,보(X),DONG,B2F,500x600,2.235
500X600-B2F-DONG-0532,500X600,보(X),DONG,B2F,500x600,2.265
400X800-B2F-DONG-0048,400X800,보(Y),DONG,B2F,400x800,12.3456
400X800-B2F-DONG-0049,400X800,보(Y),DONG,B2F,400x800,1.1927
400X800-B2F-DONG-0050,400X800,보(Y),DONG,B2F,400x800,2.464
500X600-B2F-DONG-0533,500X600,보(X),DONG,B2F,500x600,2.1297
500X600-B2F-DONG-0534,500X600,보(X),DONG,B2F,500x600,2.1297
400X800-B2F-DONG-0051,400X800,보(Y),DONG,B2F,400x800,1.1392
500X600-B2F-DONG-0535,500X600,보(X),DONG,B2F,500x600,2.3097
600X900_EST-B2F-DONG-0006,600X900_EST,보(X),DONG,B2F,600x900,4.1574
400X800-B2F-DONG-0052,400X800,보(Y),DONG,B2F,400x800,0.4864
500X600-B2F-DONG-0536,500X600,보(X),DONG,B2F,500x600,2.235
600X600-B2F-DONG-0021,600X600,보(X),DONG,B2F,600x600,2.682
400X800-B2F-DONG-0053,400X800,보(Y),DONG,B2F,400x800,2.448
600X600-B2F-DONG-0022,600X600,보(X),DONG,B2F,600x600,2.682
600X600-B2F-DONG-0023,600X600,보(X),DONG,B2F,600x600,2.682
400X800-B2F-DONG-0054,400X800,보(Y),DONG,B2F,400x800,0.9408
700X600-B2F-DONG-0030,700X600,보(X),DONG,B2F,700x600,3.129
700X600-B2F-DONG-0031,700X600,보(X),DONG,B2F,700x600,3.129
400X800-B2F-DONG-0055,400X800,보(Y),DONG,B2F,400x800,2.48
500X600-B2F-DONG-0537,500X600,보(X),DONG,B2F,500x600,1.2016
500X600-B2F-DONG-0538,500X600,보(X),DONG,B2F,500x600,1.17
500X600-B2F-DONG-0539,500X600,보(X),DONG,B2F,500x600,1.3681
500X600-B2F-DONG-0540,500X600,보(X),DONG,B2F,500x600,1.3426
500X600-B2F-DONG-0541,500X600,보(Y),DONG,B2F,500x600,1.5081
500X600-B2F-DONG-0542,500X600,보(Y),DONG,B2F,500x600,1.5081
500X600-B2F-DONG-0543,500X600,보(X),DONG,B2F,500x600,1.575
500X600-B2F-DONG-0544,500X600,보(X),DONG,B2F,500x600,1.5834
500X600-B2F-DONG-0545,500X600,보(X),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0546,500X600,보(X),DONG,B2F,500x600,2.2977
400X800-B2F-DONG-0056,400X800,보(Y),DONG,B2F,400x800,0.2496
500X600-B2F-DONG-0547,500X600,보(Y),DONG,B2F,500x600,0.234
500X600-B2F-DONG-0548,500X600,보(X),DONG,B2F,500x600,0.6116
500X600-B2F-DONG-0549,500X600,보(X),DONG,B2F,500x600,0.6116
500X600-B2F-DONG-0550,500X600,보(X),DONG,B2F,500x600,0.6184
500X600-B2F-DONG-0551,500X600,보(X),DONG,B2F,500x600,0.6184
400X800-B2F-DONG-0057,400X800,보(Y),DONG,B2F,400x800,0.192
400X800-B2F-DONG-0058,400X800,보(Y),DONG,B2F,400x800,0.192
500X600-B2F-DONG-0552,500X600,보(X),DONG,B2F,500x600,1.29
500X600-B2F-DONG-0553,500X600,보(X),DONG,B2F,500x600,1.296
500X600-B2F-DONG-0554,500X600,보(Y),DONG,B2F,500x600,0.981
500X600-B2F-DONG-0555,500X600,보(Y),DONG,B2F,500x600,0.981
500X600-B2F-DONG-0556,500X600,보(X),DONG,B2F,500x600,0.87
500X600-B2F-DONG-0557,500X600,보(X),DONG,B2F,500x600,2.304
500X600-B2F-DONG-0558,500X600,보(Y),DONG,B2F,500x600,0.981
500X600-B2F-DONG-0559,500X600,보(Y),DONG,B2F,500x600,0.9822
500X600-B2F-DONG-0560,500X600,보(X),DONG,B2F,500x600,1.3257
500X600-B2F-DONG-0561,500X600,보(X),DONG,B2F,500x600,1.2371
500X600-B2F-DONG-0562,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0563,500X600,보(Y),DONG,B2F,500x600,2.308
500X600-B2F-DONG-0564,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0565,500X600,보(Y),DONG,B2F,500x600,2.308
500X600-B2F-DONG-0566,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0567,500X600,보(Y),DONG,B2F,500x600,2.31
400X800-B2F-DONG-0059,400X800,보(X),DONG,B2F,400x800,1.376
500X600-B2F-DONG-0568,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0569,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0570,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0571,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0572,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0573,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0574,500X600,보(X),DONG,B2F,500x600,1.575
500X600-B2F-DONG-0575,500X600,보(X),DONG,B2F,500x600,1.575
500X600-B2F-DONG-0576,500X600,보(X),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0577,500X600,보(X),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0578,500X600,보(X),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0579,500X600,보(X),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0580,500X600,보(X),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0581,500X600,보(X),DONG,B2F,500x600,1.29
400X800-B2F-DONG-0060,400X800,보(X),DONG,B2F,400x800,0.928
500X600-B2F-DONG-0582,500X600,보(X),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0583,500X600,보(X),DONG,B2F,500x600,1.29
400X800-B2F-DONG-0061,400X800,보(X),DONG,B2F,400x800,0.928
400X800-B2F-DONG-0062,400X800,보(Y),DONG,B2F,400x800,0.3592
500X600-B2F-DONG-0584,500X600,보(Y),DONG,B2F,500x600,1.395
500X600-B2F-DONG-0585,500X600,보(Y),DONG,B2F,500x600,1.395
500X600-B2F-DONG-0586,500X600,보(Y),DONG,B2F,500x600,1.395
500X600-B2F-DONG-0587,500X600,보(Y),DONG,B2F,500x600,1.395
500X600-B2F-DONG-0588,500X600,보(Y),DONG,B2F,500x600,1.395
500X600-B2F-DONG-0589,500X600,보(Y),DONG,B2F,500x600,1.395
500X600-B2F-DONG-0590,500X600,보(Y),DONG,B2F,500x600,1.395
500X600-B2F-DONG-0591,500X600,보(Y),DONG,B2F,500x600,1.38
500X600-B2F-DONG-0592,500X600,보(Y),DONG,B2F,500x600,1.38
500X600-B2F-DONG-0593,500X600,보(Y),DONG,B2F,500x600,1.38
400X800-B2F-DONG-0063,400X800,보(X),DONG,B2F,400x800,4.304
400X800-B2F-DONG-0064,400X800,보(X),DONG,B2F,400x800,1.68
500X600-B2F-DONG-0594,500X600,보(X),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0595,500X600,보(X),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0596,500X600,보(X),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0597,500X600,보(X),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0598,500X600,보(X),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0599,500X600,보(Y),DONG,B2F,500x600,2.355
500X600-B2F-DONG-0600,500X600,보(Y),DONG,B2F,500x600,2.355
500X600-B2F-DONG-0601,500X600,보(Y),DONG,B2F,500x600,2.3394
500X600-B2F-DONG-0602,500X600,보(Y),DONG,B2F,500x600,2.34
500X600-B2F-DONG-0603,500X600,보(Y),DONG,B2F,500x600,2.34
500X600-B2F-DONG-0604,500X600,보(X),DONG,B2F,500x600,2.325
500X600-B2F-DONG-0605,500X600,보(Y),DONG,B2F,500x600,2.34
500X600-B2F-DONG-0606,500X600,보(Y),DONG,B2F,500x600,2.34
500X600-B2F-DONG-0607,500X600,보(X),DONG,B2F,500x600,2.295
900X900-B2F-DONG-0003,900X900,보(Y),DONG,B2F,900x900,10.057
400X800-B2F-DONG-0065,400X800,보(Y),DONG,B2F,400x800,1.538
700X900-B2F-DONG-0002,700X900,보(X),DONG,B2F,700x900,3.0555
700X900-B2F-DONG-0003,700X900,보(X),DONG,B2F,700x900,3.0555
500X600-B2F-DONG-0608,500X600,보(X),DONG,B2F,500x600,2.19
400X800-B2F-DONG-0066,400X800,보(X),DONG,B2F,400x800,1.5851
400X800-B2F-DONG-0067,400X800,보(X),DONG,B2F,400x800,2.448
400X800-B2F-DONG-0068,400X800,보(X),DONG,B2F,400x800,2.48
500X600-B2F-DONG-0609,500X600,보(X),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0610,500X600,보(X),DONG,B2F,500x600,2.31
900X900-B2F-DONG-0004,900X900,보(Y),DONG,B2F,900x900,6.0413
400X800-B2F-DONG-0069,400X800,보(X),DONG,B2F,400x800,0.4723
400X800-B2F-DONG-0070,400X800,보(X),DONG,B2F,400x800,0.5647
500X600-B2F-DONG-0611,500X600,보(Y),DONG,B2F,500x600,2.355
500X600-B2F-DONG-0612,500X600,보(Y),DONG,B2F,500x600,2.415
500X600-B2F-DONG-0613,500X600,보(Y),DONG,B2F,500x600,2.415
500X600-B2F-DONG-0614,500X600,보(Y),DONG,B2F,500x600,2.4307
500X600-B2F-DONG-0615,500X600,보(Y),DONG,B2F,500x600,2.415
700X600-B2F-DONG-0032,700X600,보(Y),DONG,B2F,700x600,3.4029
700X600-B2F-DONG-0033,700X600,보(Y),DONG,B2F,700x600,3.4029
700X600-B2F-DONG-0034,700X600,보(Y),DONG,B2F,700x600,3.4029
700X600-B2F-DONG-0035,700X600,보(Y),DONG,B2F,700x600,3.4029
700X600-B2F-DONG-0036,700X600,보(Y),DONG,B2F,700x600,3.4029
700X600-B2F-DONG-0037,700X600,보(Y),DONG,B2F,700x600,3.4029
400X800-B2F-DONG-0071,400X800,보(X),DONG,B2F,400x800,2.432
500X600-B2F-DONG-0616,500X600,보(X),DONG,B2F,500x600,2.25
500X600-B2F-DONG-0617,500X600,보(X),DONG,B2F,500x600,2.25
700X900-B2F-DONG-0004,700X900,보(X),DONG,B2F,700x900,2.5131
700X900-B2F-DONG-0005,700X900,보(X),DONG,B2F,700x900,2.7643
500X600-B2F-DONG-0618,500X600,보(X),DONG,B2F,500x600,2.3113
500X600-B2F-DONG-0619,500X600,보(X),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0620,500X600,보(Y),DONG,B2F,500x600,1.5003
500X600-B2F-DONG-0621,500X600,보(Y),DONG,B2F,500x600,1.3561
500X600-B2F-DONG-0622,500X600,보(Y),DONG,B2F,500x600,2.4
500X600-B2F-DONG-0623,500X600,보(Y),DONG,B2F,500x600,2.46
500X600-B2F-DONG-0624,500X600,보(X),DONG,B2F,500x600,1.7372
500X600-B2F-DONG-0625,500X600,보(X),DONG,B2F,500x600,1.605
500X600-B2F-DONG-0626,500X600,보(Y),DONG,B2F,500x600,1.7235
500X600-B2F-DONG-0627,500X600,보(Y),DONG,B2F,500x600,1.7535
700X600-B2F-DONG-0038,700X600,보(Y),DONG,B2F,700x600,3.3741
700X600-B2F-DONG-0039,700X600,보(Y),DONG,B2F,700x600,3.373
700X600-B2F-DONG-0040,700X600,보(Y),DONG,B2F,700x600,3.4891
700X600-B2F-DONG-0041,700X600,보(Y),DONG,B2F,700x600,3.4255
400X800-B2F-DONG-0072,400X800,보(X),DONG,B2F,400x800,4.304
500X600-B2F-DONG-0628,500X600,보(X),DONG,B2F,500x600,2.1091
500X600-B2F-DONG-0629,500X600,보(X),DONG,B2F,500x600,2.34
500X600-B2F-DONG-0630,500X600,보(X),DONG,B2F,500x600,2.2724
500X600-B2F-DONG-0631,500X600,보(X),DONG,B2F,500x600,0.9
500X600-B2F-DONG-0632,500X600,보(X),DONG,B2F,500x600,0.87
600X600-B2F-DONG-0024,600X600,보(X),DONG,B2F,600x600,2.808
600X600-B2F-DONG-0025,600X600,보(X),DONG,B2F,600x600,2.808
500X600-B2F-DONG-0633,500X600,보(Y),DONG,B2F,500x600,0.8297
500X600-B2F-DONG-0634,500X600,보(Y),DONG,B2F,500x600,0.813
400X800-B2F-DONG-0073,400X800,보(Y),DONG,B2F,400x800,0.4064
400X800-B2F-DONG-0074,400X800,보(Y),DONG,B2F,400x800,0.3744
400X800-B2F-DONG-0075,400X800,보(X),DONG,B2F,400x800,0.2244
400X800-B2F-DONG-0076,400X800,보(X),DONG,B2F,400x800,0.2244
700X600-B2F-DONG-0042,700X600,보(X),DONG,B2F,700x600,3.192
700X600-B2F-DONG-0043,700X600,보(X),DONG,B2F,700x600,3.192
500X600-B2F-DONG-0635,500X600,보(Y),DONG,B2F,500x600,1.38
500X600-B2F-DONG-0636,500X600,보(Y),DONG,B2F,500x600,1.35
500X600-B2F-DONG-0637,500X600,보(X),DONG,B2F,500x600,2.34
500X600-B2F-DONG-0638,500X600,보(X),DONG,B2F,500x600,2.325
400X800-B2F-DONG-0077,400X800,보(Y),DONG,B2F,400x800,0.2073
400X800-B2F-DONG-0078,400X800,보(Y),DONG,B2F,400x800,0.24
400X800-B2F-DONG-0079,400X800,보(X),DONG,B2F,400x800,0.96
400X800-B2F-DONG-0080,400X800,보(X),DONG,B2F,400x800,0.928
400X700-B2F-DONG-0001,400X700,보(X),DONG,B2F,400x700,0.1963
400X700-B2F-DONG-0002,400X700,보(X),DONG,B2F,400x700,0.1823
500X600-B2F-DONG-0639,500X600,보(Y),DONG,B2F,500x600,1.7235
500X600-B2F-DONG-0640,500X600,보(Y),DONG,B2F,500x600,1.7535
500X600-B2F-DONG-0641,500X600,보(Y),DONG,B2F,500x600,1.7235
500X600-B2F-DONG-0642,500X600,보(Y),DONG,B2F,500x600,1.7535
600X600-B2F-DONG-0026,600X600,보(Y),DONG,B2F,600x600,2.0682
600X600-B2F-DONG-0027,600X600,보(Y),DONG,B2F,600x600,2.1042
700X600-B2F-DONG-0044,700X600,보(X),DONG,B2F,700x600,3.2527
700X600-B2F-DONG-0045,700X600,보(X),DONG,B2F,700x600,3.1676
600X600-B2F-DONG-0028,600X600,보(Y),DONG,B2F,600x600,2.916
600X600-B2F-DONG-0029,600X600,보(Y),DONG,B2F,600x600,2.916
400X800-B2F-DONG-0081,400X800,보(Y),DONG,B2F,400x800,0.3673
400X800-B2F-DONG-0082,400X800,보(Y),DONG,B2F,400x800,0.3745
400X800-B2F-DONG-0083,400X800,보(X),DONG,B2F,400x800,0.3107
400X800-B2F-DONG-0084,400X800,보(X),DONG,B2F,400x800,0.3604
500X600-B2F-DONG-0643,500X600,보(X),DONG,B2F,500x600,2.34
500X600-B2F-DONG-0644,500X600,보(X),DONG,B2F,500x600,2.37
500X600-B2F-DONG-0645,500X600,보(X),DONG,B2F,500x600,2.2723
500X600-B2F-DONG-0646,500X600,보(X),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0647,500X600,보(X),DONG,B2F,500x600,2.2723
500X600-B2F-DONG-0648,500X600,보(X),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0649,500X600,보(X),DONG,B2F,500x600,2.34
500X600-B2F-DONG-0650,500X600,보(X),DONG,B2F,500x600,2.325
500X600-B2F-DONG-0651,500X600,보(Y),DONG,B2F,500x600,1.4528
500X600-B2F-DONG-0652,500X600,보(Y),DONG,B2F,500x600,1.4528
500X600-B2F-DONG-0653,500X600,보(Y),DONG,B2F,500x600,1.3943
500X600-B2F-DONG-0654,500X600,보(Y),DONG,B2F,500x600,1.3834
500X600-B2F-DONG-0655,500X600,보(Y),DONG,B2F,500x600,1.4243
