부재ID,도면명,유형,구역,층,치수,체적(m³)
500X600-B2F-DONG-1129,500X600,보(Y),DONG,B2F,500x600,2.4043
700X1700-B2F-DONG-0003,700X1700,보(X),DONG,B2F,700x1700,1.071
900X900-B2F-DONG-0157,900X900,보(Y),DONG,B2F,900x900,6.318
500X600-B2F-DONG-1130,500X600,보(X),DONG,B2F,500x600,0.27
900X900-B2F-DONG-0158,900X900,보(X),DONG,B2F,900x900,0.729
900X900-B2F-DONG-0159,900X900,보(Y),DONG,B2F,900x900,6.318
900X900-B2F-DONG-0160,900X900,보(X),DONG,B2F,900x900,0.729
500X600-B2F-DONG-1131,500X600,보(X),DONG,B2F,500x600,0.27
900X900-B2F-DONG-0161,900X900,보(Y),DONG,B2F,900x900,6.156
400X800-B2F-DONG-0498,400X800,보(X),DONG,B2F,400x800,0.288
400X800-B2F-DONG-0499,400X800,보(X),DONG,B2F,400x800,0.288
500X600-B2F-DONG-1132,500X600,보(Y),DONG,B2F,500x600,2.34
400X800-B2F-DONG-0500,400X800,보(X),DONG,B2F,400x800,0.288
500X600-B2F-DONG-1133,500X600,보(X),DONG,B2F,500x600,0.27
900X900-B2F-DONG-0162,900X900,보(Y),DONG,B2F,900x900,6.318
400X800-B2F-DONG-0501,400X800,보(X),DONG,B2F,400x800,0.288
500X600-B2F-DONG-1134,500X600,보(X),DONG,B2F,500x600,0.27
500X600-B2F-DONG-1135,500X600,보(Y),DONG,B2F,500x600,2.28
500X600-B2F-DONG-1136,500X600,보(X),DONG,B2F,500x600,0.27
400X800-B2F-DONG-0502,400X800,보(X),DONG,B2F,400x800,0.288
900X900-B2F-DONG-0163,900X900,보(Y),DONG,B2F,900x900,6.318
500X600-B2F-DONG-1137,500X600,보(X),DONG,B2F,500x600,0.27
900X900-B2F-DONG-0164,900X900,보(Y),DONG,B2F,900x900,3.159
900X900-B2F-DONG-0165,900X900,보(X),DONG,B2F,900x900,0.729
900X900-B2F-DONG-0166,900X900,보(Y),DONG,B2F,900x900,2.511
700X600-B2F-DONG-0210,700X600,보(X),DONG,B2F,700x600,0.378
900X900-B2F-DONG-0167,900X900,보(X),DONG,B2F,900x900,0.729
900X900-B2F-DONG-0168,900X900,보(Y),DONG,B2F,900x900,2.511
700X600-B2F-DONG-0211,700X600,보(X),DONG,B2F,700x600,0.378
900X900-B2F-DONG-0169,900X900,보(X),DONG,B2F,900x900,0.729
900X900-B2F-DONG-0170,900X900,보(Y),DONG,B2F,900x900,6.237
900X900-B2F-DONG-0171,900X900,보(X),DONG,B2F,900x900,0.729
900X900-B2F-DONG-0172,900X900,보(X),DONG,B2F,900x900,0.729
900X900-B2F-DONG-0173,900X900,보(Y),DONG,B2F,900x900,5.67
500X900-B2F-DONG-0343,500X900,보(X),DONG,B2F,500x900,0.405
900X900-B2F-DONG-0174,900X900,보(Y),DONG,B2F,900x900,6.57
900X900-B2F-DONG-0175,900X900,보(X),DONG,B2F,900x900,0.729
900X900-B2F-DONG-0176,900X900,보(Y),DONG,B2F,900x900,6.8059
900X900-B2F-DONG-0177,900X900,보(Y),DONG,B2F,900x900,3.483
900X900-B2F-DONG-0178,900X900,보(X),DONG,B2F,900x900,0.729
900X900-B2F-DONG-0179,900X900,보(Y),DONG,B2F,900x900,6.734
800X1500-B2F-DONG-0010,800X1500,보(Y),DONG,B2F,800x1500,10.44
900X900-B2F-DONG-0180,900X900,보(Y),DONG,B2F,900x900,7.047
900X900-B2F-DONG-0181,900X900,보(Y),DONG,B2F,900x900,7.047
500X900-B2F-DONG-0344,500X900,보(X),DONG,B2F,500x900,0.405
900X900-B2F-DONG-0182,900X900,보(Y),DONG,B2F,900x900,6.723
400X800-B2F-DONG-0503,400X800,보(X),DONG,B2F,400x800,0.288
900X900-B2F-DONG-0183,900X900,보(Y),DONG,B2F,900x900,6.885
900X900-B2F-DONG-0184,900X900,보(Y),DONG,B2F,900x900,6.885
900X900-B2F-DONG-0185,900X900,보(Y),DONG,B2F,900x900,6.2615
600X1800-B2F-DONG-0007,600X1800,보(X),DONG,B2F,600x1800,1.0256
900X900-B2F-DONG-0186,900X900,보(Y),DONG,B2F,900x900,6.885
400X800-B2F-DONG-0504,400X800,보(X),DONG,B2F,400x800,0.288
900X900-B2F-DONG-0187,900X900,보(Y),DONG,B2F,900x900,6.561
400X800-B2F-DONG-0505,400X800,보(X),DONG,B2F,400x800,0.288
900X900-B2F-DONG-0188,900X900,보(Y),DONG,B2F,900x900,6.642
900X900-B2F-DONG-0189,900X900,보(Y),DONG,B2F,900x900,6.642
900X900-B2F-DONG-0190,900X900,보(Y),DONG,B2F,900x900,6.642
400X800-B2F-DONG-0506,400X800,보(X),DONG,B2F,400x800,0.288
900X900-B2F-DONG-0191,900X900,보(Y),DONG,B2F,900x900,6.318
700X600-B2F-DONG-0212,700X600,보(X),DONG,B2F,700x600,0.378
500X700-B2F-DONG-0019,500X700,보(X),DONG,B2F,500x700,0.315
900X900-B2F-DONG-0192,900X900,보(Y),DONG,B2F,900x900,6.156
400X800-B2F-DONG-0507,400X800,보(X),DONG,B2F,400x800,0.288
900X900-B2F-DONG-0193,900X900,보(X),DONG,B2F,900x900,0.729
900X900-B2F-DONG-0194,900X900,보(Y),DONG,B2F,900x900,6.156
400X800-B2F-DONG-0508,400X800,보(X),DONG,B2F,400x800,0.288
600X1500-B2F-DONG-0018,600X1500,보(X),DONG,B2F,600x1500,0.81
900X900-B2F-DONG-0195,900X900,보(Y),DONG,B2F,900x900,6.156
400X800-B2F-DONG-0509,400X800,보(X),DONG,B2F,400x800,0.288
900X900-B2F-DONG-0196,900X900,보(X),DONG,B2F,900x900,0.729
900X900-B2F-DONG-0197,900X900,보(Y),DONG,B2F,900x900,6.156
400X800-B2F-DONG-0510,400X800,보(X),DONG,B2F,400x800,0.288
400X800-B2F-DONG-0511,400X800,보(X),DONG,B2F,400x800,0.288
900X900-B2F-DONG-0198,900X900,보(Y),DONG,B2F,900x900,6.156
400X800-B2F-DONG-0512,400X800,보(X),DONG,B2F,400x800,0.288
400X800-B2F-DONG-0513,400X800,보(X),DONG,B2F,400x800,0.288
900X900-B2F-DONG-0199,900X900,보(Y),DONG,B2F,900x900,6.156
400X900_EST-B2F-DONG-0038,400X900_EST,보(X),DONG,B2F,400x900,0.324
900X900-B2F-DONG-0200,900X900,보(X),DONG,B2F,900x900,0.729
900X900-B2F-DONG-0201,900X900,보(Y),DONG,B2F,900x900,6.156
400X800-B2F-DONG-0514,400X800,보(X),DONG,B2F,400x800,0.288
400X800-B2F-DONG-0515,400X800,보(X),DONG,B2F,400x800,0.288
900X900-B2F-DONG-0202,900X900,보(Y),DONG,B2F,900x900,6.156
400X800-B2F-DONG-0516,400X800,보(X),DONG,B2F,400x800,0.288
700X900-B2F-DONG-0116,700X900,보(X),DONG,B2F,700x900,0.567
900X900-B2F-DONG-0203,900X900,보(Y),DONG,B2F,900x900,5.6534
400X800-B2F-DONG-0517,400X800,보(X),DONG,B2F,400x800,0.44
400X800-B2F-DONG-0518,400X800,보(X),DONG,B2F,400x800,0.288
900X900-B2F-DONG-0204,900X900,보(Y),DONG,B2F,900x900,6.9852
700X900-B2F-DONG-0117,700X900,보(X),DONG,B2F,700x900,1.114
900X900-B2F-DONG-0205,900X900,보(X),DONG,B2F,900x900,6.6531
500X900-B2F-DONG-0345,500X900,보(X),DONG,B2F,500x900,0.405
900X900-B2F-DONG-0206,900X900,보(X),DONG,B2F,900x900,0.729
900X900-B2F-DONG-0207,900X900,보(Y),DONG,B2F,900x900,6.156
600X900-B2F-DONG-0117,600X900,보(X),DONG,B2F,600x900,0.486
600X900-B2F-DONG-0118,600X900,보(X),DONG,B2F,600x900,0.486
900X900-B2F-DONG-0208,900X900,보(Y),DONG,B2F,900x900,6.318
500X900-B2F-DONG-0346,500X900,보(X),DONG,B2F,500x900,0.405
1500X1000-B2F-DONG-0001,1500X1000,보(X),DONG,B2F,1500x1000,2.8661
900X900-B2F-DONG-0209,900X900,보(Y),DONG,B2F,900x900,5.4688
900X900-B2F-DONG-0210,900X900,보(X),DONG,B2F,900x900,0.729
900X900-B2F-DONG-0211,900X900,보(Y),DONG,B2F,900x900,6.156
900X900-B2F-DONG-0212,900X900,보(X),DONG,B2F,900x900,0.729
900X900-B2F-DONG-0213,900X900,보(X),DONG,B2F,900x900,0.729
900X900-B2F-DONG-0214,900X900,보(Y),DONG,B2F,900x900,6.318
600X900-B2F-DONG-0119,600X900,보(X),DONG,B2F,600x900,0.486
900X900-B2F-DONG-0215,900X900,보(X),DONG,B2F,900x900,0.729
900X900-B2F-DONG-0216,900X900,보(Y),DONG,B2F,900x900,6.156
900X900-B2F-DONG-0217,900X900,보(X),DONG,B2F,900x900,0.729
900X900-B2F-DONG-0218,900X900,보(X),DONG,B2F,900x900,0.729
900X900-B2F-DONG-0219,900X900,보(Y),DONG,B2F,900x900,6.318
600X900-B2F-DONG-0120,600X900,보(X),DONG,B2F,600x900,0.486
400X800-B2F-DONG-0519,400X800,보(X),DONG,B2F,400x800,0.288
900X900-B2F-DONG-0220,900X900,보(Y),DONG,B2F,900x900,6.156
400X800-B2F-DONG-0520,400X800,보(X),DONG,B2F,400x800,0.288
400X800-B2F-DONG-0521,400X800,보(X),DONG,B2F,400x800,0.288
900X900-B2F-DONG-0221,900X900,보(Y),DONG,B2F,900x900,6.318
600X900-B2F-DONG-0121,600X900,보(X),DONG,B2F,600x900,0.486
900X900-B2F-DONG-0222,900X900,보(Y),DONG,B2F,900x900,6.48
400X800-B2F-DONG-0522,400X800,보(X),DONG,B2F,400x800,0.5394
400X800-B2F-DONG-0523,400X800,보(X),DONG,B2F,400x800,0.5174
900X900-B2F-DONG-0223,900X900,보(X),DONG,B2F,900x900,6.2771
600X900-B2F-DONG-0122,600X900,보(X),DONG,B2F,600x900,0.486
500X900-B2F-DONG-0347,500X900,보(X),DONG,B2F,500x900,0.405
900X900-B2F-DONG-0224,900X900,보(Y),DONG,B2F,900x900,6.156
500X900-B2F-DONG-0348,500X900,보(X),DONG,B2F,500x900,0.405
500X900-B2F-DONG-0349,500X900,보(X),DONG,B2F,500x900,0.405
900X900-B2F-DONG-0225,900X900,보(Y),DONG,B2F,900x900,6.318
500X900-B2F-DONG-0350,500X900,보(X),DONG,B2F,500x900,0.405
400X900-B2F-DONG-0008,400X900,보(X),DONG,B2F,400x900,1.602
700X900-B2F-DONG-0118,700X900,보(X),DONG,B2F,700x900,0.315
500X900-B2F-DONG-0351,500X900,보(Y),DONG,B2F,500x900,3.375
700X900-B2F-DONG-0119,700X900,보(X),DONG,B2F,700x900,0.315
700X900-B2F-DONG-0120,700X900,보(X),DONG,B2F,700x900,0.315
500X900-B2F-DONG-0352,500X900,보(Y),DONG,B2F,500x900,3.6
700X900-B2F-DONG-0121,700X900,보(X),DONG,B2F,700x900,0.315
600X900-B2F-DONG-0123,600X900,보(X),DONG,B2F,600x900,0.27
500X900-B2F-DONG-0353,500X900,보(Y),DONG,B2F,500x900,3.6225
700X900-B2F-DONG-0122,700X900,보(X),DONG,B2F,700x900,0.315
500X900-B2F-DONG-0354,500X900,보(Y),DONG,B2F,500x900,0.405
900X900-B2F-DONG-0226,900X900,보(X),DONG,B2F,900x900,6.0345
500X600-B2F-DONG-1138,500X600,보(Y),DONG,B2F,500x600,0.27
900X900-B2F-DONG-0227,900X900,보(Y),DONG,B2F,900x900,0.486
600X900-B2F-DONG-0124,600X900,보(X),DONG,B2F,600x900,4.0393
500X600-B2F-DONG-1139,500X600,보(Y),DONG,B2F,500x600,0.18
800X900-B2F-DONG-0057,800X900,보(Y),DONG,B2F,800x900,0.432
600X900-B2F-DONG-0125,600X900,보(X),DONG,B2F,600x900,1.9278
900X900-B2F-DONG-0228,900X900,보(Y),DONG,B2F,900x900,0.486
900X900-B2F-DONG-0229,900X900,보(Y),DONG,B2F,900x900,0.486
600X900-B2F-DONG-0126,600X900,보(X),DONG,B2F,600x900,2.862
800X900-B2F-DONG-0058,800X900,보(Y),DONG,B2F,800x900,0.432
900X900-B2F-DONG-0230,900X900,보(Y),DONG,B2F,900x900,0.486
600X900-B2F-DONG-0127,600X900,보(X),DONG,B2F,600x900,3.5099
900X900-B2F-DONG-0231,900X900,보(Y),DONG,B2F,900x900,0.486
900X900-B2F-DONG-0232,900X900,보(Y),DONG,B2F,900x900,0.486
600X900-B2F-DONG-0128,600X900,보(X),DONG,B2F,600x900,3.6449
900X900-B2F-DONG-0233,900X900,보(Y),DONG,B2F,900x900,0.486
500X900-B2F-DONG-0355,500X900,보(Y),DONG,B2F,500x900,0.315
700X900-B2F-DONG-0123,700X900,보(X),DONG,B2F,700x900,4.2589
600X900-B2F-DONG-0129,600X900,보(Y),DONG,B2F,600x900,0.378
900X900-B2F-DONG-0234,900X900,보(Y),DONG,B2F,900x900,0.486
600X900-B2F-DONG-0130,600X900,보(X),DONG,B2F,600x900,4.7357
900X900-B2F-DONG-0235,900X900,보(Y),DONG,B2F,900x900,0.486
900X900-B2F-DONG-0236,900X900,보(Y),DONG,B2F,900x900,0.486
600X900-B2F-DONG-0131,600X900,보(X),DONG,B2F,600x900,3.726
900X900-B2F-DONG-0237,900X900,보(Y),DONG,B2F,900x900,0.486
600X900-B2F-DONG-0132,600X900,보(X),DONG,B2F,600x900,3.726
900X900-B2F-DONG-0238,900X900,보(Y),DONG,B2F,900x900,0.486
400X900_EST-B2F-DONG-0039,400X900_EST,보(Y),DONG,B2F,400x900,0.252
700X900-B2F-DONG-0124,700X900,보(X),DONG,B2F,700x900,4.6619
500X900-B2F-DONG-0356,500X900,보(Y),DONG,B2F,500x900,0.315
900X900-B2F-DONG-0239,900X900,보(X),DONG,B2F,900x900,0.486
600X900-B2F-DONG-0133,600X900,보(Y),DONG,B2F,600x900,4.0206
1000X900-B2F-DONG-0010,1000X900,보(X),DONG,B2F,1000x900,0.54
600X900-B2F-DONG-0134,600X900,보(Y),DONG,B2F,600x900,4.0225
900X900-B2F-DONG-0240,900X900,보(X),DONG,B2F,900x900,0.486
1100X900-B2F-DONG-0025,1100X900,보(X),DONG,B2F,1100x900,0.594
600X900-B2F-DONG-0135,600X900,보(Y),DONG,B2F,600x900,3.9149
700X900-B2F-DONG-0125,700X900,보(X),DONG,B2F,700x900,0.378
700X900-B2F-DONG-0126,700X900,보(X),DONG,B2F,700x900,0.3895
700X900-B2F-DONG-0127,700X900,보(Y),DONG,B2F,700x900,0.8778
700X900-B2F-DONG-0128,700X900,보(X),DONG,B2F,700x900,0.378
700X900-B2F-DONG-0129,700X900,보(Y),DONG,B2F,700x900,0.9718
700X900-B2F-DONG-0130,700X900,보(X),DONG,B2F,700x900,0.378
600X900-B2F-DONG-0136,600X900,보(Y),DONG,B2F,600x900,4.0986
1100X900-B2F-DONG-0026,1100X900,보(X),DONG,B2F,1100x900,0.594
700X900-B2F-DONG-0131,700X900,보(Y),DONG,B2F,700x900,3.6146
700X900-B2F-DONG-0132,700X900,보(X),DONG,B2F,700x900,0.441
700X900-B2F-DONG-0133,700X900,보(Y),DONG,B2F,700x900,3.7246
600X900-B2F-DONG-0137,600X900,보(X),DONG,B2F,600x900,0.378
700X900-B2F-DONG-0134,700X900,보(Y),DONG,B2F,700x900,4.9699
600X900-B2F-DONG-0138,600X900,보(X),DONG,B2F,600x900,0.378
1100X900-B2F-DONG-0027,1100X900,보(X),DONG,B2F,1100x900,0.6931
700X900-B2F-DONG-0135,700X900,보(Y),DONG,B2F,700x900,4.7563
1000X900-B2F-DONG-0011,1000X900,보(X),DONG,B2F,1000x900,0.6301
500X900-B2F-DONG-0357,500X900,보(X),DONG,B2F,500x900,0.405
900X900-B2F-DONG-0241,900X900,보(Y),DONG,B2F,900x900,7.8651
500X900-B2F-DONG-0358,500X900,보(X),DONG,B2F,500x900,0.4054
700X900-B2F-DONG-0136,700X900,보(X),DONG,B2F,700x900,0.567
900X900-B2F-DONG-0242,900X900,보(Y),DONG,B2F,900x900,7.7031
700X900-B2F-DONG-0137,700X900,보(X),DONG,B2F,700x900,0.5675
700X900-B2F-DONG-0138,700X900,보(X),DONG,B2F,700x900,0.441
700X900-B2F-DONG-0139,700X900,보(Y),DONG,B2F,700x900,5.9913
700X900-B2F-DONG-0140,700X900,보(X),DONG,B2F,700x900,0.4415
700X900-B2F-DONG-0141,700X900,보(X),DONG,B2F,700x900,0.441
700X900-B2F-DONG-0142,700X900,보(Y),DONG,B2F,700x900,2.5325
700X900-B2F-DONG-0143,700X900,보(X),DONG,B2F,700x900,0.4415
600X900-B2F-DONG-0139,600X900,보(Y),DONG,B2F,600x900,0.324
600X900-B2F-DONG-0140,600X900,보(X),DONG,B2F,600x900,4.1252
500X900-B2F-DONG-0359,500X900,보(Y),DONG,B2F,500x900,0.27
600X900-B2F-DONG-0141,600X900,보(Y),DONG,B2F,600x900,0.3339
600X900-B2F-DONG-0142,600X900,보(X),DONG,B2F,600x900,2.3046
600X900-B2F-DONG-0143,600X900,보(Y),DONG,B2F,600x900,0.324
500X900-B2F-DONG-0360,500X900,보(Y),DONG,B2F,500x900,0.27
600X900-B2F-DONG-0144,600X900,보(X),DONG,B2F,600x900,4.0501
700X900-B2F-DONG-0144,700X900,보(Y),DONG,B2F,700x900,0.378
700X900-B2F-DONG-0145,700X900,보(X),DONG,B2F,700x900,0.441
700X900-B2F-DONG-0146,700X900,보(Y),DONG,B2F,700x900,4.7278
1100X900-B2F-DONG-0028,1100X900,보(X),DONG,B2F,1100x900,0.6931
700X900-B2F-DONG-0147,700X900,보(X),DONG,B2F,700x900,0.4546
700X900-B2F-DONG-0148,700X900,보(Y),DONG,B2F,700x900,1.4711
700X900-B2F-DONG-0149,700X900,보(X),DONG,B2F,700x900,0.441
800X900-B2F-DONG-0059,800X900,보(X),DONG,B2F,800x900,0.4452
600X900-B2F-DONG-0145,600X900,보(Y),DONG,B2F,600x900,1.8209
600X900-B2F-DONG-0146,600X900,보(X),DONG,B2F,600x900,0.324
500X900-B2F-DONG-0361,500X900,보(Y),DONG,B2F,500x900,1.7325
500X900-B2F-DONG-0362,500X900,보(X),DONG,B2F,500x900,0.225
700X900-B2F-DONG-0150,700X900,보(X),DONG,B2F,700x900,0.441
700X900-B2F-DONG-0151,700X900,보(Y),DONG,B2F,700x900,2.583
800X900-B2F-DONG-0060,800X900,보(X),DONG,B2F,800x900,0.504
600X900-B2F-DONG-0147,600X900,보(X),DONG,B2F,600x900,0.378
700X900-B2F-DONG-0152,700X900,보(Y),DONG,B2F,700x900,2.646
800X900-B2F-DONG-0061,800X900,보(X),DONG,B2F,800x900,0.504
700X900-B2F-DONG-0153,700X900,보(X),DONG,B2F,700x900,0.4478
700X900-B2F-DONG-0154,700X900,보(Y),DONG,B2F,700x900,2.9617
900X900-B2F-DONG-0243,900X900,보(X),DONG,B2F,900x900,0.567
900X900-B2F-DONG-0244,900X900,보(X),DONG,B2F,900x900,0.486
600X900-B2F-DONG-0148,600X900,보(Y),DONG,B2F,600x900,4.077
600X900-B2F-DONG-0149,600X900,보(X),DONG,B2F,600x900,0.324
800X900-B2F-DONG-0062,800X900,보(X),DONG,B2F,800x900,0.432
600X900-B2F-DONG-0150,600X900,보(Y),DONG,B2F,600x900,4.077
800X900-B2F-DONG-0063,800X900,보(X),DONG,B2F,800x900,0.432
800X900-B2F-DONG-0064,800X900,보(X),DONG,B2F,800x900,0.432
600X900-B2F-DONG-0151,600X900,보(Y),DONG,B2F,600x900,4.104
800X900-B2F-DONG-0065,800X900,보(X),DONG,B2F,800x900,0.432
600X900-B2F-DONG-0152,600X900,보(X),DONG,B2F,600x900,0.27
500X900-B2F-DONG-0363,500X900,보(Y),DONG,B2F,500x900,3.51
600X900-B2F-DONG-0153,600X900,보(X),DONG,B2F,600x900,0.27
600X900-B2F-DONG-0154,600X900,보(X),DONG,B2F,600x900,0.27
500X900-B2F-DONG-0364,500X900,보(Y),DONG,B2F,500x900,2.115
500X900-B2F-DONG-0365,500X900,보(X),DONG,B2F,500x900,0.225
700X900-B2F-DONG-0155,700X900,보(X),DONG,B2F,700x900,0.315
500X900-B2F-DONG-0366,500X900,보(Y),DONG,B2F,500x900,3.2175
600X900-B2F-DONG-0155,600X900,보(X),DONG,B2F,600x900,0.27
700X900-B2F-DONG-0156,700X900,보(X),DONG,B2F,700x900,0.315
500X900-B2F-DONG-0367,500X900,보(Y),DONG,B2F,500x900,3.51
700X900-B2F-DONG-0157,700X900,보(X),DONG,B2F,700x900,0.315
700X900-B2F-DONG-0158,700X900,보(X),DONG,B2F,700x900,0.315
500X900-B2F-DONG-0368,500X900,보(Y),DONG,B2F,500x900,3.51
700X900-B2F-DONG-0159,700X900,보(X),DONG,B2F,700x900,0.315
700X900-B2F-DONG-0160,700X900,보(X),DONG,B2F,700x900,1.2076
700X900-B2F-DONG-0161,700X900,보(X),DONG,B2F,700x900,0.315
500X900-B2F-DONG-0369,500X900,보(Y),DONG,B2F,500x900,3.465
700X900-B2F-DONG-0162,700X900,보(X),DONG,B2F,700x900,0.315
500X900-B2F-DONG-0370,500X900,보(X),DONG,B2F,500x900,0.225
500X900-B2F-DONG-0371,500X900,보(Y),DONG,B2F,500x900,1.6425
700X900-B2F-DONG-0163,700X900,보(X),DONG,B2F,700x900,0.315
600X900-B2F-DONG-0156,600X900,보(X),DONG,B2F,600x900,0.324
600X900-B2F-DONG-0157,600X900,보(Y),DONG,B2F,600x900,1.89
800X900-B2F-DONG-0066,800X900,보(X),DONG,B2F,800x900,0.432
600X900-B2F-DONG-0158,600X900,보(X),DONG,B2F,600x900,0.324
600X900-B2F-DONG-0159,600X900,보(Y),DONG,B2F,600x900,1.89
800X900-B2F-DONG-0067,800X900,보(X),DONG,B2F,800x900,0.432
600X900-B2F-DONG-0160,600X900,보(X),DONG,B2F,600x900,0.324
600X900-B2F-DONG-0161,600X900,보(Y),DONG,B2F,600x900,1.89
800X900-B2F-DONG-0068,800X900,보(X),DONG,B2F,800x900,0.432
800X900-B2F-DONG-0069,800X900,보(X),DONG,B2F,800x900,0.432
600X900-B2F-DONG-0162,600X900,보(Y),DONG,B2F,600x900,4.131
700X900-B2F-DONG-0164,700X900,보(X),DONG,B2F,700x900,0.378
800X900-B2F-DONG-0070,800X900,보(X),DONG,B2F,800x900,0.432
600X900-B2F-DONG-0163,600X900,보(Y),DONG,B2F,600x900,4.077
900X900-B2F-DONG-0245,900X900,보(X),DONG,B2F,900x900,0.486
800X900-B2F-DONG-0071,800X900,보(X),DONG,B2F,800x900,0.432
600X900-B2F-DONG-0164,600X900,보(Y),DONG,B2F,600x900,4.05
1000X900-B2F-DONG-0012,1000X900,보(X),DONG,B2F,1000x900,0.54
500X900-B2F-DONG-0372,500X900,보(Y),DONG,B2F,500x900,0.225
500X900-B2F-DONG-0373,500X900,보(X),DONG,B2F,500x900,3.51
500X900-B2F-DONG-0374,500X900,보(Y),DONG,B2F,500x900,0.225
900X900-B2F-DONG-0246,900X900,보(X),DONG,B2F,900x900,0.486
600X900-B2F-DONG-0165,600X900,보(Y),DONG,B2F,600x900,4.05
1100X900-B2F-DONG-0029,1100X900,보(X),DONG,B2F,1100x900,0.594
1000X900-B2F-DONG-0013,1000X900,보(X),DONG,B2F,1000x900,0.63
700X900-B2F-DONG-0165,700X900,보(Y),DONG,B2F,700x900,4.6935
1100X900-B2F-DONG-0030,1100X900,보(X),DONG,B2F,1100x900,0.693
500X900-B2F-DONG-0375,500X900,보(Y),DONG,B2F,500x900,0.225
500X900-B2F-DONG-0376,500X900,보(X),DONG,B2F,500x900,3.51
500X900-B2F-DONG-0377,500X900,보(Y),DONG,B2F,500x900,0.225
700X900-B2F-DONG-0166,700X900,보(Y),DONG,B2F,700x900,0.315
500X900-B2F-DONG-0378,500X900,보(X),DONG,B2F,500x900,3.51
700X900-B2F-DONG-0167,700X900,보(Y),DONG,B2F,700x900,0.315
1100X900-B2F-DONG-0031,1100X900,보(X),DONG,B2F,1100x900,0.594
600X900-B2F-DONG-0166,600X900,보(Y),DONG,B2F,600x900,3.888
1100X900-B2F-DONG-0032,1100X900,보(X),DONG,B2F,1100x900,0.594
1100X900-B2F-DONG-0033,1100X900,보(X),DONG,B2F,1100x900,0.693
700X900-B2F-DONG-0168,700X900,보(Y),DONG,B2F,700x900,4.7853
400X900_EST-B2F-DONG-0040,400X900_EST,보(X),DONG,B2F,400x900,0.252
700X900-B2F-DONG-0169,700X900,보(X),DONG,B2F,700x900,0.504
600X900-B2F-DONG-0167,600X900,보(Y),DONG,B2F,600x900,4.1632
700X900-B2F-DONG-0170,700X900,보(X),DONG,B2F,700x900,0.504
600X900-B2F-DONG-0168,600X900,보(X),DONG,B2F,600x900,3.7135
600X900-B2F-DONG-0169,600X900,보(X),DONG,B2F,600x900,3.7487
900X900-B2F-DONG-0247,900X900,보(Y),DONG,B2F,900x900,0.486
600X900-B2F-DONG-0170,600X900,보(X),DONG,B2F,600x900,3.942
700X1500-B2F-DONG-0006,700X1500,보(Y),DONG,B2F,700x1500,0.63
900X900-B2F-DONG-0248,900X900,보(Y),DONG,B2F,900x900,0.486
600X900-B2F-DONG-0171,600X900,보(X),DONG,B2F,600x900,4.1849
800X900-B2F-DONG-0072,800X900,보(Y),DONG,B2F,800x900,0.432
700X900-B2F-DONG-0171,700X900,보(X),DONG,B2F,700x900,4.5456
800X900-B2F-DONG-0073,800X900,보(Y),DONG,B2F,800x900,0.504
700X900-B2F-DONG-0172,700X900,보(X),DONG,B2F,700x900,4.5655
800X900-B2F-DONG-0074,800X900,보(Y),DONG,B2F,800x900,0.5045
800X900-B2F-DONG-0075,800X900,보(Y),DONG,B2F,800x900,0.5045
700X900-B2F-DONG-0173,700X900,보(X),DONG,B2F,700x900,4.8671
1100X900-B2F-DONG-0034,1100X900,보(Y),DONG,B2F,1100x900,0.6937
800X900-B2F-DONG-0076,800X900,보(X),DONG,B2F,800x900,0.4387
600X900-B2F-DONG-0172,600X900,보(Y),DONG,B2F,600x900,2.5467
500X600-B2F-DONG-1140,500X600,보(X),DONG,B2F,500x600,0.1828
600X900-B2F-DONG-0173,600X900,보(Y),DONG,B2F,600x900,2.5467
900X900-B2F-DONG-0249,900X900,보(X),DONG,B2F,900x900,0.486
600X900-B2F-DONG-0174,600X900,보(Y),DONG,B2F,600x900,2.4018
600X900-B2F-DONG-0175,600X900,보(X),DONG,B2F,600x900,0.329
900X900-B2F-DONG-0250,900X900,보(X),DONG,B2F,900x900,0.486
600X900-B2F-DONG-0176,600X900,보(Y),DONG,B2F,600x900,4.0748
1000X900-B2F-DONG-0014,1000X900,보(X),DONG,B2F,1000x900,0.5403
600X900-B2F-DONG-0177,600X900,보(X),DONG,B2F,600x900,0.863
900X900-B2F-DONG-0251,900X900,보(X),DONG,B2F,900x900,6.5144
1000X900-B2F-DONG-0015,1000X900,보(X),DONG,B2F,1000x900,0.5403
600X900-B2F-DONG-0178,600X900,보(Y),DONG,B2F,600x900,3.911
700X900-B2F-DONG-0174,700X900,보(X),DONG,B2F,700x900,0.378
600X900-B2F-DONG-0179,600X900,보(Y),DONG,B2F,600x900,3.9484
1100X900-B2F-DONG-0035,1100X900,보(X),DONG,B2F,1100x900,0.5941
600X900-B2F-DONG-0180,600X900,보(Y),DONG,B2F,600x900,3.8883
1300X1300-B2F-DONG-0001,1300X1300,보(X),DONG,B2F,1300x1300,2.6053
1100X900-B2F-DONG-0036,1100X900,보(Y),DONG,B2F,1100x900,0.693
400X800-B2F-DONG-0524,400X800,보(X),DONG,B2F,400x800,2.8189
700X900-B2F-DONG-0175,700X900,보(X),DONG,B2F,700x900,5.3318
1100X900-B2F-DONG-0037,1100X900,보(Y),DONG,B2F,1100x900,0.693
700X900-B2F-DONG-0176,700X900,보(X),DONG,B2F,700x900,5.3272
