부재ID,유형,층,구역,X(mm),Y(mm),Z_bot(mm),Z_top(mm),단면,길이(mm),각도(°),높이(mm),체적(m³),면적(m²),레이어
WL-PKG-3281,WALL,PKG,PKG,1090102.9,-1034095.1,-9050.0,-5600.0,300x3450,2600.0,100.0,3450.0,2.691,8.97,00_SHEAR WALL
WL-PKG-3282,WALL,PKG,PKG,1096892.8,-1031945.9,-9050.0,-5600.0,300x3450,725.0,100.0,3450.0,0.75,2.501,00_SHEAR WALL
WL-PKG-3283,WALL,PKG,PKG,1096695.9,-1031980.6,-9050.0,-5600.0,300x3450,725.0,100.0,3450.0,0.75,2.501,00_SHEAR WALL
WL-PKG-3284,WALL,PKG,PKG,1095018.8,-1033411.0,-9050.0,-5600.0,300x3450,200.0,10.0,3450.0,0.207,0.69,00_SHEAR WALL
WL-PKG-3285,WALL,PKG,PKG,1094988.7,-1032664.9,-9050.0,-5600.0,300x3450,1480.0,100.0,3450.0,1.532,5.106,00_SHEAR WALL
WL-PKG-3286,WALL,PKG,PKG,1108464.2,-1036815.5,-9050.0,-5600.0,300x3450,6795.0,100.0,3450.0,7.033,23.443,00_SHEAR WALL
WL-PKG-3287,WALL,PKG,PKG,1091426.0,-1035725.1,-9050.0,-5600.0,300x3450,670.0,100.0,3450.0,0.693,2.312,00_SHEAR WALL
WL-PKG-3288,WALL,PKG,PKG,1091623.0,-1035690.3,-9050.0,-5600.0,300x3450,670.0,100.0,3450.0,0.693,2.312,00_SHEAR WALL
WL-PKG-3289,WALL,PKG,PKG,1093352.7,-1037898.5,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3290,WALL,PKG,PKG,1122603.3,-1032233.1,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3291,WALL,PKG,PKG,1143423.9,-1028054.2,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3292,WALL,PKG,PKG,1141701.0,-1028231.1,-9050.0,-5600.0,300x3450,315.0,10.0,3450.0,0.326,1.087,00_SHEAR WALL
WL-PKG-3293,WALL,PKG,PKG,1124282.8,-1031810.1,-9050.0,-5600.0,300x3450,315.0,10.0,3450.0,0.326,1.087,00_SHEAR WALL
WL-PKG-3294,WALL,PKG,PKG,1116665.4,-1033153.2,-9050.0,-5600.0,300x3450,315.0,10.0,3450.0,0.326,1.087,00_SHEAR WALL
WL-PKG-3295,WALL,PKG,PKG,1099247.2,-1036732.2,-9050.0,-5600.0,300x3450,315.0,10.0,3450.0,0.326,1.087,00_SHEAR WALL
WL-PKG-3296,WALL,PKG,PKG,1091629.7,-1038075.4,-9050.0,-5600.0,300x3450,315.0,10.0,3450.0,0.326,1.087,00_SHEAR WALL
WL-PKG-3297,WALL,PKG,PKG,1149318.5,-1026887.9,-9050.0,-5600.0,300x3450,315.0,10.0,3450.0,0.326,1.087,00_SHEAR WALL
WL-PKG-3298,WALL,PKG,PKG,1061449.4,-1039927.8,-9050.0,-5600.0,300x3450,6516.9,110.0,3450.0,6.745,22.483,00_SHEAR WALL
WL-PKG-3299,WALL,PKG,PKG,1049867.6,-1072964.5,-9050.0,-5600.0,300x3450,57552.0,90.0,3450.0,59.566,198.554,00_SHEAR WALL
WL-PKG-3300,WALL,PKG,PKG,1071487.7,-1038869.0,-9050.0,-5600.0,300x3450,9570.0,20.0,3450.0,9.905,33.017,00_SHEAR WALL
WL-PKG-3301,WALL,PKG,PKG,1067148.6,-1040937.9,-9050.0,-5600.0,300x3450,920.0,110.0,3450.0,0.952,3.174,00_SHEAR WALL
WL-PKG-3302,WALL,PKG,PKG,1058848.9,-1037103.0,-9050.0,-5600.0,300x3450,3009.6,9.1,3450.0,3.115,10.383,00_SHEAR WALL
WL-PKG-3303,WALL,PKG,PKG,1051972.4,-1041781.1,-9050.0,-5600.0,300x3450,6395.3,48.8,3450.0,6.619,22.064,00_SHEAR WALL
WL-PKG-3304,WALL,PKG,PKG,1068875.0,-1049014.5,-9050.0,-5600.0,300x3450,200.0,110.0,3450.0,0.207,0.69,00_SHEAR WALL
WL-PKG-3305,WALL,PKG,PKG,1069397.9,-1048930.6,-9050.0,-5600.0,300x3450,1040.0,20.0,3450.0,1.076,3.588,00_SHEAR WALL
WL-PKG-3306,WALL,PKG,PKG,1061673.8,-1046538.1,-9050.0,-5600.0,300x3450,2070.0,20.0,3450.0,2.142,7.141,00_SHEAR WALL
WL-PKG-3307,WALL,PKG,PKG,1061075.7,-1047921.1,-9050.0,-5600.0,300x3450,2190.0,110.0,3450.0,2.267,7.556,00_SHEAR WALL
WL-PKG-3308,WALL,PKG,PKG,1060225.8,-1045585.9,-9050.0,-5600.0,300x3450,2280.0,110.0,3450.0,2.36,7.866,00_SHEAR WALL
WL-PKG-3309,WALL,PKG,PKG,1065478.3,-1046903.9,-9050.0,-5600.0,300x3450,650.0,110.0,3450.0,0.673,2.243,00_SHEAR WALL
WL-PKG-3310,WALL,PKG,PKG,1066097.4,-1048604.8,-9050.0,-5600.0,300x3450,2470.0,110.0,3450.0,2.556,8.522,00_SHEAR WALL
WL-PKG-3311,WALL,PKG,PKG,1066409.4,-1049805.5,-9050.0,-5600.0,300x3450,235.0,20.0,3450.0,0.243,0.811,00_SHEAR WALL
WL-PKG-3312,WALL,PKG,PKG,1064983.4,-1050324.5,-9050.0,-5600.0,300x3450,2300.0,20.0,3450.0,2.381,7.935,00_SHEAR WALL
WL-PKG-3313,WALL,PKG,PKG,1063341.3,-1050922.2,-9050.0,-5600.0,300x3450,795.0,20.0,3450.0,0.823,2.743,00_SHEAR WALL
WL-PKG-3314,WALL,PKG,PKG,1060954.4,-1051790.9,-9050.0,-5600.0,300x3450,1845.0,20.0,3450.0,1.91,6.365,00_SHEAR WALL
WL-PKG-3315,WALL,PKG,PKG,1063775.3,-1050367.8,-9050.0,-5600.0,300x3450,745.0,110.0,3450.0,0.771,2.57,00_SHEAR WALL
WL-PKG-3316,WALL,PKG,PKG,1063181.9,-1048737.4,-9050.0,-5600.0,300x3450,725.0,110.0,3450.0,0.75,2.501,00_SHEAR WALL
WL-PKG-3317,WALL,PKG,PKG,1064138.6,-1048003.4,-9050.0,-5600.0,300x3450,2300.0,20.0,3450.0,2.381,7.935,00_SHEAR WALL
WL-PKG-3318,WALL,PKG,PKG,1065564.6,-1047484.4,-9050.0,-5600.0,300x3450,235.0,20.0,3450.0,0.243,0.811,00_SHEAR WALL
WL-PKG-3319,WALL,PKG,PKG,1063587.4,-1050436.2,-9050.0,-5600.0,300x3450,745.0,110.0,3450.0,0.771,2.57,00_SHEAR WALL
WL-PKG-3320,WALL,PKG,PKG,1062951.2,-1048688.4,-9050.0,-5600.0,300x3450,975.0,110.0,3450.0,1.009,3.364,00_SHEAR WALL
WL-PKG-3321,WALL,PKG,PKG,1059528.0,-1056460.4,-9050.0,-5600.0,300x3450,4030.0,20.0,3450.0,4.171,13.904,00_SHEAR WALL
WL-PKG-3322,WALL,PKG,PKG,1056267.8,-1053613.8,-9050.0,-5600.0,300x3450,4860.0,20.0,3450.0,5.03,16.767,00_SHEAR WALL
WL-PKG-3323,WALL,PKG,PKG,1053538.0,-1053218.6,-9050.0,-5600.0,300x3450,2610.0,110.0,3450.0,2.701,9.005,00_SHEAR WALL
WL-PKG-3324,WALL,PKG,PKG,1055375.1,-1051161.2,-9050.0,-5600.0,300x3450,4860.0,20.0,3450.0,5.03,16.767,00_SHEAR WALL
WL-PKG-3325,WALL,PKG,PKG,1059671.8,-1049597.3,-9050.0,-5600.0,300x3450,3785.0,20.0,3450.0,3.917,13.058,00_SHEAR WALL
WL-PKG-3326,WALL,PKG,PKG,1057896.3,-1050983.2,-9050.0,-5600.0,300x3450,1390.0,110.0,3450.0,1.439,4.795,00_SHEAR WALL
WL-PKG-3327,WALL,PKG,PKG,1058251.4,-1051593.5,-9050.0,-5600.0,300x3450,250.0,20.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3328,WALL,PKG,PKG,1063010.5,-1051175.6,-9050.0,-5600.0,300x3450,250.0,110.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3329,WALL,PKG,PKG,1061864.1,-1051592.8,-9050.0,-5600.0,300x3450,250.0,110.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3330,WALL,PKG,PKG,1065950.9,-1042289.0,-9050.0,-5600.0,300x3450,3645.0,20.0,3450.0,3.773,12.575,00_SHEAR WALL
WL-PKG-3331,WALL,PKG,PKG,1062892.2,-1043402.2,-9050.0,-5600.0,300x3450,2365.0,20.0,3450.0,2.448,8.159,00_SHEAR WALL
WL-PKG-3332,WALL,PKG,PKG,1060691.0,-1044203.4,-9050.0,-5600.0,300x3450,1820.0,20.0,3450.0,1.884,6.279,00_SHEAR WALL
WL-PKG-3333,WALL,PKG,PKG,1064671.0,-1044101.0,-9050.0,-5600.0,300x3450,2530.0,110.0,3450.0,2.619,8.729,00_SHEAR WALL
WL-PKG-3334,WALL,PKG,PKG,1064986.2,-1045332.5,-9050.0,-5600.0,300x3450,250.0,20.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3335,WALL,PKG,PKG,1065641.6,-1048770.6,-9050.0,-5600.0,300x3450,2470.0,110.0,3450.0,2.556,8.522,00_SHEAR WALL
WL-PKG-3336,WALL,PKG,PKG,1073760.8,-1042117.5,-9050.0,-5600.0,300x3450,250.0,20.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3337,WALL,PKG,PKG,1072984.4,-1039984.4,-9050.0,-5600.0,300x3450,250.0,20.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3338,WALL,PKG,PKG,1067455.2,-1049557.8,-9050.0,-5600.0,300x3450,250.0,110.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3339,WALL,PKG,PKG,1069397.9,-1048930.6,-9050.0,-5600.0,300x3450,1040.0,20.0,3450.0,1.076,3.588,00_SHEAR WALL
WL-PKG-3340,WALL,PKG,PKG,1068866.5,-1048991.0,-9050.0,-5600.0,300x3450,250.0,110.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3341,WALL,PKG,PKG,1059335.6,-1080506.3,-9050.0,-5600.0,300x3450,4370.0,20.0,3450.0,4.523,15.077,00_SHEAR WALL
WL-PKG-3342,WALL,PKG,PKG,1057604.7,-1080838.3,-9050.0,-5600.0,300x3450,1390.0,20.0,3450.0,1.439,4.795,00_SHEAR WALL
WL-PKG-3343,WALL,PKG,PKG,1061017.7,-1078739.5,-9050.0,-5600.0,300x3450,2170.0,110.0,3450.0,2.246,7.487,00_SHEAR WALL
WL-PKG-3344,WALL,PKG,PKG,1060496.3,-1077774.6,-9050.0,-5600.0,300x3450,320.0,20.0,3450.0,0.331,1.104,00_SHEAR WALL
WL-PKG-3345,WALL,PKG,PKG,1060068.9,-1077068.2,-9050.0,-5600.0,300x3450,1620.0,110.0,3450.0,1.677,5.589,00_SHEAR WALL
WL-PKG-3346,WALL,PKG,PKG,1065063.0,-1076974.4,-9050.0,-5600.0,300x3450,4860.0,110.0,3450.0,5.03,16.767,00_SHEAR WALL
WL-PKG-3347,WALL,PKG,PKG,1063005.6,-1075137.3,-9050.0,-5600.0,300x3450,2610.0,20.0,3450.0,2.701,9.005,00_SHEAR WALL
WL-PKG-3348,WALL,PKG,PKG,1060691.6,-1075979.6,-9050.0,-5600.0,300x3450,1915.0,20.0,3450.0,1.982,6.607,00_SHEAR WALL
WL-PKG-3349,WALL,PKG,PKG,1064736.2,-1079892.2,-9050.0,-5600.0,300x3450,2610.0,20.0,3450.0,2.701,9.005,00_SHEAR WALL
WL-PKG-3350,WALL,PKG,PKG,1064667.8,-1079704.2,-9050.0,-5600.0,300x3450,2610.0,20.0,3450.0,2.701,9.005,00_SHEAR WALL
WL-PKG-3351,WALL,PKG,PKG,1065555.4,-1082435.4,-9050.0,-5600.0,300x3450,2810.0,20.0,3450.0,2.908,9.695,00_SHEAR WALL
WL-PKG-3352,WALL,PKG,PKG,1065581.0,-1082213.2,-9050.0,-5600.0,300x3450,2610.0,20.0,3450.0,2.701,9.005,00_SHEAR WALL
WL-PKG-3353,WALL,PKG,PKG,1062213.8,-1077362.3,-9050.0,-5600.0,300x3450,3640.0,110.0,3450.0,3.767,12.558,00_SHEAR WALL
WL-PKG-3354,WALL,PKG,PKG,1062401.8,-1077293.9,-9050.0,-5600.0,300x3450,3640.0,110.0,3450.0,3.767,12.558,00_SHEAR WALL
WL-PKG-3355,WALL,PKG,PKG,1066384.9,-1080606.4,-9050.0,-5600.0,300x3450,2470.0,110.0,3450.0,2.556,8.522,00_SHEAR WALL
WL-PKG-3356,WALL,PKG,PKG,1066929.2,-1082101.7,-9050.0,-5600.0,300x3450,312.7,110.0,3450.0,0.324,1.079,00_SHEAR WALL
WL-PKG-3357,WALL,PKG,PKG,1063633.9,-1080679.1,-9050.0,-5600.0,300x3450,725.0,110.0,3450.0,0.75,2.501,00_SHEAR WALL
WL-PKG-3358,WALL,PKG,PKG,1064073.6,-1082471.9,-9050.0,-5600.0,300x3450,945.0,110.0,3450.0,0.978,3.26,00_SHEAR WALL
WL-PKG-3359,WALL,PKG,PKG,1064227.3,-1082309.5,-9050.0,-5600.0,300x3450,745.0,110.0,3450.0,0.771,2.57,00_SHEAR WALL
WL-PKG-3360,WALL,PKG,PKG,1062930.3,-1079038.3,-9050.0,-5600.0,300x3450,200.0,20.0,3450.0,0.207,0.69,00_SHEAR WALL
WL-PKG-3361,WALL,PKG,PKG,1063394.7,-1080606.6,-9050.0,-5600.0,300x3450,1025.0,110.0,3450.0,1.061,3.536,00_SHEAR WALL
WL-PKG-3362,WALL,PKG,PKG,1057770.6,-1082595.1,-9050.0,-5600.0,300x3450,2855.0,110.0,3450.0,2.955,9.85,00_SHEAR WALL
WL-PKG-3363,WALL,PKG,PKG,1067617.6,-1083395.5,-9050.0,-5600.0,300x3450,1270.0,0.0,3450.0,1.314,4.381,00_SHEAR WALL
WL-PKG-3364,WALL,PKG,PKG,1066982.6,-1082822.0,-9050.0,-5600.0,300x3450,1146.9,90.0,3450.0,1.187,3.957,00_SHEAR WALL
WL-PKG-3365,WALL,PKG,PKG,1063174.6,-1084890.5,-9050.0,-5600.0,300x3450,4476.1,0.0,3450.0,4.633,15.443,00_SHEAR WALL
WL-PKG-3366,WALL,PKG,PKG,1063192.6,-1086665.5,-9050.0,-5600.0,300x3450,3050.0,90.0,3450.0,3.157,10.522,00_SHEAR WALL
WL-PKG-3367,WALL,PKG,PKG,1065162.6,-1085300.5,-9050.0,-5600.0,300x3450,320.0,90.0,3450.0,0.331,1.104,00_SHEAR WALL
WL-PKG-3368,WALL,PKG,PKG,1065422.6,-1088100.5,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3369,WALL,PKG,PKG,1065587.6,-1085210.5,-9050.0,-5600.0,300x3450,350.0,0.0,3450.0,0.362,1.208,00_SHEAR WALL
WL-PKG-3370,WALL,PKG,PKG,1065762.6,-1085335.5,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3371,WALL,PKG,PKG,1063192.6,-1089546.4,-9050.0,-5600.0,300x3450,2711.9,90.0,3450.0,2.807,9.356,00_SHEAR WALL
WL-PKG-3372,WALL,PKG,PKG,1060626.7,-1084039.0,-9050.0,-5600.0,300x3450,1812.3,110.0,3450.0,1.876,6.252,00_SHEAR WALL
WL-PKG-3373,WALL,PKG,PKG,1062076.2,-1088021.4,-9050.0,-5600.0,300x3450,6131.7,110.0,3450.0,6.346,21.154,00_SHEAR WALL
WL-PKG-3374,WALL,PKG,PKG,1059287.8,-1083562.0,-9050.0,-5600.0,300x3450,2190.0,20.0,3450.0,2.267,7.556,00_SHEAR WALL
WL-PKG-3375,WALL,PKG,PKG,1063472.6,-1090063.6,-9050.0,-5600.0,300x3450,3676.3,90.0,3450.0,3.805,12.683,00_SHEAR WALL
WL-PKG-3376,WALL,PKG,PKG,1065461.1,-1046564.3,-9050.0,-5600.0,300x3450,200.0,20.0,3450.0,0.207,0.69,00_SHEAR WALL
WL-PKG-3377,WALL,PKG,PKG,1076198.0,-1037820.2,-9050.0,-5600.0,300x3450,1251.0,110.0,3450.0,1.295,4.316,00_SHEAR WALL
WL-PKG-3378,WALL,PKG,PKG,1077026.7,-1040097.2,-9050.0,-5600.0,300x3450,2782.9,110.0,3450.0,2.88,9.601,00_SHEAR WALL
WL-PKG-3379,WALL,PKG,PKG,1078238.0,-1043425.0,-9050.0,-5600.0,300x3450,2700.0,110.0,3450.0,2.795,9.315,00_SHEAR WALL
WL-PKG-3380,WALL,PKG,PKG,1058764.8,-1052784.7,-9050.0,-5600.0,300x3450,350.0,110.0,3450.0,0.362,1.208,00_SHEAR WALL
WL-PKG-3381,WALL,PKG,PKG,1138111.6,-1082580.1,-9050.0,-5600.0,300x3450,360.0,10.0,3450.0,0.373,1.242,00_SHEAR WALL
WL-PKG-3382,WALL,PKG,PKG,1137977.7,-1082857.5,-9050.0,-5600.0,300x3450,500.0,100.0,3450.0,0.517,1.725,00_SHEAR WALL
WL-PKG-3383,WALL,PKG,PKG,1139949.6,-1092917.9,-9050.0,-5600.0,300x3450,410.0,10.0,3450.0,0.424,1.415,00_SHEAR WALL
WL-PKG-3384,WALL,PKG,PKG,1138928.5,-1087386.2,-9050.0,-5600.0,300x3450,8250.0,100.0,3450.0,8.539,28.463,00_SHEAR WALL
WL-PKG-3385,WALL,PKG,PKG,1139840.2,-1092556.4,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3386,WALL,PKG,PKG,1087258.2,-1089568.6,-9050.0,-5600.0,300x3450,515.0,0.0,3450.0,0.533,1.777,00_SHEAR WALL
WL-PKG-3387,WALL,PKG,PKG,1088405.7,-1089893.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3388,WALL,PKG,PKG,1089625.7,-1089893.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3389,WALL,PKG,PKG,1090350.7,-1089768.6,-9050.0,-5600.0,300x3450,1450.0,0.0,3450.0,1.501,5.003,00_SHEAR WALL
WL-PKG-3390,WALL,PKG,PKG,1091075.7,-1089893.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3391,WALL,PKG,PKG,1091495.7,-1089893.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3392,WALL,PKG,PKG,1092545.7,-1089768.6,-9050.0,-5600.0,300x3450,1220.0,0.0,3450.0,1.263,4.209,00_SHEAR WALL
WL-PKG-3393,WALL,PKG,PKG,1093155.7,-1090541.1,-9050.0,-5600.0,300x3450,2885.0,90.0,3450.0,2.986,9.953,00_SHEAR WALL
WL-PKG-3394,WALL,PKG,PKG,1096615.7,-1091463.6,-9050.0,-5600.0,300x3450,3680.0,0.0,3450.0,3.809,12.696,00_SHEAR WALL
WL-PKG-3395,WALL,PKG,PKG,1094775.7,-1091598.6,-9050.0,-5600.0,300x3450,270.0,90.0,3450.0,0.279,0.932,00_SHEAR WALL
WL-PKG-3396,WALL,PKG,PKG,1092998.2,-1091983.6,-9050.0,-5600.0,300x3450,315.0,0.0,3450.0,0.326,1.087,00_SHEAR WALL
WL-PKG-3397,WALL,PKG,PKG,1095915.7,-1098138.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3398,WALL,PKG,PKG,1094395.7,-1098138.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3399,WALL,PKG,PKG,1096615.7,-1098263.6,-9050.0,-5600.0,300x3450,1400.0,0.0,3450.0,1.449,4.83,00_SHEAR WALL
WL-PKG-3400,WALL,PKG,PKG,1093225.7,-1098138.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3401,WALL,PKG,PKG,1091705.7,-1098138.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3402,WALL,PKG,PKG,1090855.7,-1098138.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3403,WALL,PKG,PKG,1093810.7,-1098263.6,-9050.0,-5600.0,300x3450,1170.0,0.0,3450.0,1.211,4.037,00_SHEAR WALL
WL-PKG-3404,WALL,PKG,PKG,1087835.7,-1098138.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3405,WALL,PKG,PKG,1091280.7,-1098263.6,-9050.0,-5600.0,300x3450,850.0,0.0,3450.0,0.88,2.933,00_SHEAR WALL
WL-PKG-3406,WALL,PKG,PKG,1087075.7,-1098138.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3407,WALL,PKG,PKG,1087455.7,-1098263.6,-9050.0,-5600.0,300x3450,760.0,0.0,3450.0,0.787,2.622,00_SHEAR WALL
WL-PKG-3408,WALL,PKG,PKG,1083914.4,-1098263.6,-9050.0,-5600.0,300x3450,457.4,0.0,3450.0,0.473,1.578,00_SHEAR WALL
WL-PKG-3409,WALL,PKG,PKG,1085049.4,-1098263.6,-9050.0,-5600.0,300x3450,812.6,0.0,3450.0,0.841,2.803,00_SHEAR WALL
WL-PKG-3410,WALL,PKG,PKG,1092995.7,-1094583.6,-9050.0,-5600.0,300x3450,1600.0,0.0,3450.0,1.656,5.52,00_SHEAR WALL
WL-PKG-3411,WALL,PKG,PKG,1093795.7,-1094708.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3412,WALL,PKG,PKG,1092195.7,-1094708.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3413,WALL,PKG,PKG,1085455.7,-1098138.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3414,WALL,PKG,PKG,1087445.7,-1096583.6,-9050.0,-5600.0,300x3450,250.0,0.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3415,WALL,PKG,PKG,1087445.7,-1094483.6,-9050.0,-5600.0,300x3450,250.0,0.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3416,WALL,PKG,PKG,1087445.7,-1093563.6,-9050.0,-5600.0,300x3450,250.0,0.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3417,WALL,PKG,PKG,1087445.7,-1091083.6,-9050.0,-5600.0,300x3450,250.0,0.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3418,WALL,PKG,PKG,1094750.7,-1091983.6,-9050.0,-5600.0,300x3450,550.0,0.0,3450.0,0.569,1.898,00_SHEAR WALL
WL-PKG-3419,WALL,PKG,PKG,1092715.7,-1093363.6,-9050.0,-5600.0,300x3450,250.0,0.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3420,WALL,PKG,PKG,1084435.7,-1089693.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3421,WALL,PKG,PKG,1085455.7,-1089693.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3422,WALL,PKG,PKG,1085718.2,-1089568.6,-9050.0,-5600.0,300x3450,525.0,0.0,3450.0,0.543,1.811,00_SHEAR WALL
WL-PKG-3423,WALL,PKG,PKG,1085980.7,-1089693.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3424,WALL,PKG,PKG,1087000.7,-1089693.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3425,WALL,PKG,PKG,1087515.7,-1089668.6,-9050.0,-5600.0,300x3450,200.0,90.0,3450.0,0.207,0.69,00_SHEAR WALL
WL-PKG-3426,WALL,PKG,PKG,1087960.7,-1089768.6,-9050.0,-5600.0,300x3450,890.0,0.0,3450.0,0.921,3.071,00_SHEAR WALL
WL-PKG-3427,WALL,PKG,PKG,1105973.2,-1089568.6,-9050.0,-5600.0,300x3450,515.0,0.0,3450.0,0.533,1.777,00_SHEAR WALL
WL-PKG-3428,WALL,PKG,PKG,1104825.7,-1089893.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3429,WALL,PKG,PKG,1103605.7,-1089893.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3430,WALL,PKG,PKG,1102880.7,-1089768.6,-9050.0,-5600.0,300x3450,1450.0,0.0,3450.0,1.501,5.003,00_SHEAR WALL
WL-PKG-3431,WALL,PKG,PKG,1102155.7,-1089893.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3432,WALL,PKG,PKG,1101735.7,-1089893.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3433,WALL,PKG,PKG,1100685.7,-1089768.6,-9050.0,-5600.0,300x3450,1220.0,0.0,3450.0,1.263,4.209,00_SHEAR WALL
WL-PKG-3434,WALL,PKG,PKG,1100075.7,-1090776.1,-9050.0,-5600.0,300x3450,2015.0,90.0,3450.0,2.086,6.952,00_SHEAR WALL
WL-PKG-3435,WALL,PKG,PKG,1098455.7,-1091623.6,-9050.0,-5600.0,300x3450,320.0,90.0,3450.0,0.331,1.104,00_SHEAR WALL
WL-PKG-3436,WALL,PKG,PKG,1097315.7,-1098138.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3437,WALL,PKG,PKG,1098835.7,-1098138.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3438,WALL,PKG,PKG,1100005.7,-1098138.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3439,WALL,PKG,PKG,1101525.7,-1098138.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3440,WALL,PKG,PKG,1102375.7,-1098138.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3441,WALL,PKG,PKG,1099420.7,-1098263.6,-9050.0,-5600.0,300x3450,1170.0,0.0,3450.0,1.211,4.037,00_SHEAR WALL
WL-PKG-3442,WALL,PKG,PKG,1105395.7,-1098138.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3443,WALL,PKG,PKG,1101950.7,-1098263.6,-9050.0,-5600.0,300x3450,850.0,0.0,3450.0,0.88,2.933,00_SHEAR WALL
WL-PKG-3444,WALL,PKG,PKG,1106155.7,-1098138.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
