부재ID,유형,층,구역,X(mm),Y(mm),Z_bot(mm),Z_top(mm),단면,길이(mm),각도(°),높이(mm),체적(m³),면적(m²),레이어
WL-PKG-3445,WALL,PKG,PKG,1105775.7,-1098263.6,-9050.0,-5600.0,300x3450,760.0,0.0,3450.0,0.787,2.622,00_SHEAR WALL
WL-PKG-3446,WALL,PKG,PKG,1108704.2,-1098263.6,-9050.0,-5600.0,300x3450,1856.9,180.0,3450.0,1.922,6.406,00_SHEAR WALL
WL-PKG-3447,WALL,PKG,PKG,1099435.7,-1094673.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3448,WALL,PKG,PKG,1101035.7,-1094673.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3449,WALL,PKG,PKG,1107775.7,-1098138.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3450,WALL,PKG,PKG,1105785.7,-1096583.6,-9050.0,-5600.0,300x3450,250.0,0.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3451,WALL,PKG,PKG,1105785.7,-1094483.6,-9050.0,-5600.0,300x3450,250.0,0.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3452,WALL,PKG,PKG,1105785.7,-1093563.6,-9050.0,-5600.0,300x3450,250.0,0.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3453,WALL,PKG,PKG,1105785.7,-1091083.6,-9050.0,-5600.0,300x3450,250.0,0.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3454,WALL,PKG,PKG,1099975.7,-1091908.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3455,WALL,PKG,PKG,1098855.7,-1091908.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3456,WALL,PKG,PKG,1098655.7,-1091783.6,-9050.0,-5600.0,300x3450,400.0,0.0,3450.0,0.414,1.38,00_SHEAR WALL
WL-PKG-3457,WALL,PKG,PKG,1100515.7,-1093463.6,-9050.0,-5600.0,300x3450,250.0,0.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3458,WALL,PKG,PKG,1108795.7,-1089693.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3459,WALL,PKG,PKG,1107775.7,-1089693.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3460,WALL,PKG,PKG,1107513.2,-1089568.6,-9050.0,-5600.0,300x3450,525.0,0.0,3450.0,0.543,1.811,00_SHEAR WALL
WL-PKG-3461,WALL,PKG,PKG,1107250.7,-1089693.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3462,WALL,PKG,PKG,1106230.7,-1089693.6,-9050.0,-5600.0,300x3450,250.0,90.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3463,WALL,PKG,PKG,1105715.7,-1089668.6,-9050.0,-5600.0,300x3450,200.0,90.0,3450.0,0.207,0.69,00_SHEAR WALL
WL-PKG-3464,WALL,PKG,PKG,1105270.7,-1089768.6,-9050.0,-5600.0,300x3450,890.0,0.0,3450.0,0.921,3.071,00_SHEAR WALL
WL-PKG-3465,WALL,PKG,PKG,1109045.7,-1089568.6,-9050.0,-5600.0,300x3450,500.0,0.0,3450.0,0.517,1.725,00_SHEAR WALL
WL-PKG-3466,WALL,PKG,PKG,1117764.7,-1089589.7,-9050.0,-5600.0,300x3450,250.0,10.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3467,WALL,PKG,PKG,1117721.1,-1088622.6,-9050.0,-5600.0,300x3450,1920.0,100.0,3450.0,1.987,6.624,00_SHEAR WALL
WL-PKG-3468,WALL,PKG,PKG,1109690.7,-1088099.1,-9050.0,-5600.0,300x3450,265.0,10.0,3450.0,0.274,0.914,00_SHEAR WALL
WL-PKG-3469,WALL,PKG,PKG,1112058.7,-1087808.5,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3470,WALL,PKG,PKG,1112964.7,-1087648.8,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3471,WALL,PKG,PKG,1114826.0,-1087320.6,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3472,WALL,PKG,PKG,1116027.4,-1087108.7,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3473,WALL,PKG,PKG,1117617.6,-1087056.8,-9050.0,-5600.0,300x3450,700.0,100.0,3450.0,0.725,2.415,00_SHEAR WALL
WL-PKG-3474,WALL,PKG,PKG,1117877.3,-1087493.3,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3475,WALL,PKG,PKG,1120601.7,-1087855.8,-9050.0,-5600.0,300x3450,1910.0,100.0,3450.0,1.977,6.59,00_SHEAR WALL
WL-PKG-3476,WALL,PKG,PKG,1119795.7,-1087028.1,-9050.0,-5600.0,300x3450,900.0,10.0,3450.0,0.932,3.105,00_SHEAR WALL
WL-PKG-3477,WALL,PKG,PKG,1120276.1,-1096260.0,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3478,WALL,PKG,PKG,1114322.9,-1093192.1,-9050.0,-5600.0,300x3450,250.0,10.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3479,WALL,PKG,PKG,1114757.0,-1095654.1,-9050.0,-5600.0,300x3450,250.0,10.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3480,WALL,PKG,PKG,1123072.9,-1095766.8,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3481,WALL,PKG,PKG,1121773.0,-1095996.0,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3482,WALL,PKG,PKG,1114711.9,-1097241.1,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3483,WALL,PKG,PKG,1115706.6,-1097065.7,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3484,WALL,PKG,PKG,1113939.0,-1092224.1,-9050.0,-5600.0,300x3450,250.0,10.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3485,WALL,PKG,PKG,1113473.6,-1089584.8,-9050.0,-5600.0,300x3450,250.0,10.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3486,WALL,PKG,PKG,1113116.5,-1097522.4,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3487,WALL,PKG,PKG,1119939.8,-1092394.7,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3488,WALL,PKG,PKG,1111431.3,-1087792.2,-9050.0,-5600.0,300x3450,1230.0,10.0,3450.0,1.273,4.244,00_SHEAR WALL
WL-PKG-3489,WALL,PKG,PKG,1109842.8,-1088199.2,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3490,WALL,PKG,PKG,1113873.6,-1087361.6,-9050.0,-5600.0,300x3450,1890.0,10.0,3450.0,1.956,6.521,00_SHEAR WALL
WL-PKG-3491,WALL,PKG,PKG,1116781.3,-1086848.9,-9050.0,-5600.0,300x3450,1575.0,10.0,3450.0,1.63,5.434,00_SHEAR WALL
WL-PKG-3492,WALL,PKG,PKG,1124342.3,-1088165.9,-9050.0,-5600.0,300x3450,4460.0,10.0,3450.0,4.616,15.387,00_SHEAR WALL
WL-PKG-3493,WALL,PKG,PKG,1125576.4,-1095452.3,-9050.0,-5600.0,300x3450,1400.0,10.0,3450.0,1.449,4.83,00_SHEAR WALL
WL-PKG-3494,WALL,PKG,PKG,1122444.7,-1096004.5,-9050.0,-5600.0,300x3450,1320.0,10.0,3450.0,1.366,4.554,00_SHEAR WALL
WL-PKG-3495,WALL,PKG,PKG,1119647.8,-1096497.7,-9050.0,-5600.0,300x3450,1320.0,10.0,3450.0,1.366,4.554,00_SHEAR WALL
WL-PKG-3496,WALL,PKG,PKG,1115231.0,-1097276.5,-9050.0,-5600.0,300x3450,1010.0,10.0,3450.0,1.045,3.485,00_SHEAR WALL
WL-PKG-3497,WALL,PKG,PKG,1112266.7,-1097799.2,-9050.0,-5600.0,300x3450,1770.0,10.0,3450.0,1.832,6.107,00_SHEAR WALL
WL-PKG-3498,WALL,PKG,PKG,1119078.8,-1087281.5,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3499,WALL,PKG,PKG,1130877.4,-1087277.6,-9050.0,-5600.0,300x3450,250.0,10.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3500,WALL,PKG,PKG,1130561.3,-1085485.3,-9050.0,-5600.0,300x3450,250.0,10.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3501,WALL,PKG,PKG,1135664.5,-1083646.2,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3502,WALL,PKG,PKG,1136875.8,-1083432.6,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3503,WALL,PKG,PKG,1134758.5,-1083805.9,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3504,WALL,PKG,PKG,1132897.2,-1084134.1,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3505,WALL,PKG,PKG,1131695.7,-1084346.0,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3506,WALL,PKG,PKG,1130183.7,-1084841.1,-9050.0,-5600.0,300x3450,700.0,100.0,3450.0,0.725,2.415,00_SHEAR WALL
WL-PKG-3507,WALL,PKG,PKG,1130088.9,-1085340.1,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3508,WALL,PKG,PKG,1127652.9,-1086612.4,-9050.0,-5600.0,300x3450,1910.0,100.0,3450.0,1.977,6.59,00_SHEAR WALL
WL-PKG-3509,WALL,PKG,PKG,1127663.2,-1087707.3,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3510,WALL,PKG,PKG,1128028.7,-1085576.4,-9050.0,-5600.0,300x3450,1100.0,10.0,3450.0,1.139,3.795,00_SHEAR WALL
WL-PKG-3511,WALL,PKG,PKG,1135378.1,-1089479.5,-9050.0,-5600.0,300x3450,250.0,10.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3512,WALL,PKG,PKG,1135812.2,-1091941.5,-9050.0,-5600.0,300x3450,250.0,10.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3513,WALL,PKG,PKG,1128036.4,-1094891.6,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3514,WALL,PKG,PKG,1129340.7,-1094687.0,-9050.0,-5600.0,300x3450,200.0,100.0,3450.0,0.207,0.69,00_SHEAR WALL
WL-PKG-3515,WALL,PKG,PKG,1126244.0,-1095207.7,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3516,WALL,PKG,PKG,1135407.8,-1088438.6,-9050.0,-5600.0,300x3450,250.0,10.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3517,WALL,PKG,PKG,1134942.4,-1085799.3,-9050.0,-5600.0,300x3450,250.0,10.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3518,WALL,PKG,PKG,1129827.2,-1090651.2,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3519,WALL,PKG,PKG,1136248.5,-1083416.3,-9050.0,-5600.0,300x3450,1230.0,10.0,3450.0,1.273,4.244,00_SHEAR WALL
WL-PKG-3520,WALL,PKG,PKG,1137880.3,-1083255.5,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3521,WALL,PKG,PKG,1133806.1,-1083846.9,-9050.0,-5600.0,300x3450,1890.0,10.0,3450.0,1.956,6.521,00_SHEAR WALL
WL-PKG-3522,WALL,PKG,PKG,1130898.5,-1084359.6,-9050.0,-5600.0,300x3450,1575.0,10.0,3450.0,1.63,5.434,00_SHEAR WALL
WL-PKG-3523,WALL,PKG,PKG,1128412.6,-1094952.2,-9050.0,-5600.0,300x3450,720.0,10.0,3450.0,0.745,2.484,00_SHEAR WALL
WL-PKG-3524,WALL,PKG,PKG,1139181.5,-1093053.4,-9050.0,-5600.0,300x3450,1170.0,10.0,3450.0,1.211,4.037,00_SHEAR WALL
WL-PKG-3525,WALL,PKG,PKG,1126560.2,-1087901.8,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3526,WALL,PKG,PKG,1128887.5,-1085551.9,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3527,WALL,PKG,PKG,1146385.0,-1084035.5,-9050.0,-5600.0,300x3450,250.0,10.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3528,WALL,PKG,PKG,1146341.4,-1083068.4,-9050.0,-5600.0,300x3450,1920.0,100.0,3450.0,1.987,6.624,00_SHEAR WALL
WL-PKG-3529,WALL,PKG,PKG,1138311.0,-1082544.9,-9050.0,-5600.0,300x3450,265.0,10.0,3450.0,0.274,0.914,00_SHEAR WALL
WL-PKG-3530,WALL,PKG,PKG,1140679.0,-1082254.3,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3531,WALL,PKG,PKG,1139467.7,-1082467.9,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3532,WALL,PKG,PKG,1141585.0,-1082094.5,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3533,WALL,PKG,PKG,1143446.3,-1081766.3,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3534,WALL,PKG,PKG,1144646.5,-1081547.1,-9050.0,-5600.0,300x3450,235.0,100.0,3450.0,0.243,0.811,00_SHEAR WALL
WL-PKG-3535,WALL,PKG,PKG,1146237.9,-1081502.6,-9050.0,-5600.0,300x3450,700.0,100.0,3450.0,0.725,2.415,00_SHEAR WALL
WL-PKG-3536,WALL,PKG,PKG,1146497.7,-1081939.1,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3537,WALL,PKG,PKG,1149222.0,-1082301.5,-9050.0,-5600.0,300x3450,1910.0,100.0,3450.0,1.977,6.59,00_SHEAR WALL
WL-PKG-3538,WALL,PKG,PKG,1148416.0,-1081473.9,-9050.0,-5600.0,300x3450,900.0,10.0,3450.0,0.932,3.105,00_SHEAR WALL
WL-PKG-3539,WALL,PKG,PKG,1142943.2,-1087637.9,-9050.0,-5600.0,300x3450,250.0,10.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3540,WALL,PKG,PKG,1143377.4,-1090099.9,-9050.0,-5600.0,300x3450,250.0,10.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3541,WALL,PKG,PKG,1151337.3,-1086350.7,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3542,WALL,PKG,PKG,1142559.3,-1086669.8,-9050.0,-5600.0,300x3450,250.0,10.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3543,WALL,PKG,PKG,1142093.9,-1084030.6,-9050.0,-5600.0,300x3450,250.0,10.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3544,WALL,PKG,PKG,1148560.1,-1086840.4,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3545,WALL,PKG,PKG,1150431.2,-1086510.5,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3546,WALL,PKG,PKG,1140051.6,-1082238.0,-9050.0,-5600.0,300x3450,1230.0,10.0,3450.0,1.273,4.244,00_SHEAR WALL
WL-PKG-3547,WALL,PKG,PKG,1138463.2,-1082645.0,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3548,WALL,PKG,PKG,1142493.9,-1081807.3,-9050.0,-5600.0,300x3450,1890.0,10.0,3450.0,1.956,6.521,00_SHEAR WALL
WL-PKG-3549,WALL,PKG,PKG,1145401.6,-1081294.6,-9050.0,-5600.0,300x3450,1575.0,10.0,3450.0,1.63,5.434,00_SHEAR WALL
WL-PKG-3550,WALL,PKG,PKG,1149498.2,-1083349.5,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3551,WALL,PKG,PKG,1151844.9,-1082808.8,-9050.0,-5600.0,300x3450,2170.0,10.0,3450.0,2.246,7.487,00_SHEAR WALL
WL-PKG-3552,WALL,PKG,PKG,1153615.0,-1087175.2,-9050.0,-5600.0,300x3450,2165.0,100.0,3450.0,2.241,7.469,00_SHEAR WALL
WL-PKG-3553,WALL,PKG,PKG,1147699.1,-1081727.2,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3554,WALL,PKG,PKG,1084060.7,-1089568.6,-9050.0,-5600.0,300x3450,750.0,0.0,3450.0,0.776,2.588,00_SHEAR WALL
WL-PKG-3555,WALL,PKG,PKG,1083685.7,-1093916.1,-9050.0,-5600.0,300x3450,8695.0,90.0,3450.0,8.999,29.998,00_SHEAR WALL
WL-PKG-3556,WALL,PKG,PKG,1109482.1,-1088135.9,-9050.0,-5600.0,300x3450,378.5,10.0,3450.0,0.392,1.306,00_SHEAR WALL
WL-PKG-3557,WALL,PKG,PKG,1110363.2,-1094116.0,-9050.0,-5600.0,300x3450,7415.5,100.0,3450.0,7.675,25.583,00_SHEAR WALL
WL-PKG-3558,WALL,PKG,PKG,1110518.8,-1098107.4,-9050.0,-5600.0,300x3450,1799.7,10.0,3450.0,1.863,6.209,00_SHEAR WALL
WL-PKG-3559,WALL,PKG,PKG,1109545.7,-1094254.4,-9050.0,-5600.0,300x3450,7518.4,90.0,3450.0,7.782,25.938,00_SHEAR WALL
WL-PKG-3560,WALL,PKG,PKG,1109295.7,-1088868.7,-9050.0,-5600.0,300x3450,1399.9,90.0,3450.0,1.449,4.83,00_SHEAR WALL
WL-PKG-3561,WALL,PKG,PKG,1159511.6,-1081802.2,-9050.0,-5600.0,300x3450,250.0,10.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3562,WALL,PKG,PKG,1166609.4,-1077555.1,-9050.0,-5600.0,300x3450,265.0,10.0,3450.0,0.274,0.914,00_SHEAR WALL
WL-PKG-3563,WALL,PKG,PKG,1164284.8,-1078091.9,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3564,WALL,PKG,PKG,1165496.1,-1077878.3,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3565,WALL,PKG,PKG,1163378.8,-1078251.7,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3566,WALL,PKG,PKG,1161655.4,-1078555.6,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3567,WALL,PKG,PKG,1160178.2,-1078816.0,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3568,WALL,PKG,PKG,1158804.1,-1079286.8,-9050.0,-5600.0,300x3450,700.0,100.0,3450.0,0.725,2.415,00_SHEAR WALL
WL-PKG-3569,WALL,PKG,PKG,1156294.9,-1081181.3,-9050.0,-5600.0,300x3450,2160.0,100.0,3450.0,2.236,7.452,00_SHEAR WALL
WL-PKG-3570,WALL,PKG,PKG,1156649.0,-1080022.2,-9050.0,-5600.0,300x3450,1100.0,10.0,3450.0,1.139,3.795,00_SHEAR WALL
WL-PKG-3571,WALL,PKG,PKG,1163998.4,-1083925.3,-9050.0,-5600.0,300x3450,250.0,10.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3572,WALL,PKG,PKG,1164432.5,-1086387.3,-9050.0,-5600.0,300x3450,250.0,10.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3573,WALL,PKG,PKG,1155670.4,-1085586.7,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3574,WALL,PKG,PKG,1164028.1,-1082884.3,-9050.0,-5600.0,300x3450,250.0,10.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3575,WALL,PKG,PKG,1163562.7,-1080245.0,-9050.0,-5600.0,300x3450,250.0,10.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3576,WALL,PKG,PKG,1158447.6,-1085097.0,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3577,WALL,PKG,PKG,1156576.4,-1085426.9,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3578,WALL,PKG,PKG,1164868.8,-1077862.0,-9050.0,-5600.0,300x3450,1230.0,10.0,3450.0,1.273,4.244,00_SHEAR WALL
WL-PKG-3579,WALL,PKG,PKG,1166500.6,-1077701.2,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3580,WALL,PKG,PKG,1162495.4,-1078280.5,-9050.0,-5600.0,300x3450,1750.0,10.0,3450.0,1.811,6.038,00_SHEAR WALL
WL-PKG-3581,WALL,PKG,PKG,1159449.9,-1078817.5,-9050.0,-5600.0,300x3450,1435.0,10.0,3450.0,1.485,4.951,00_SHEAR WALL
WL-PKG-3582,WALL,PKG,PKG,1154036.1,-1082422.4,-9050.0,-5600.0,300x3450,2280.0,10.0,3450.0,2.36,7.866,00_SHEAR WALL
WL-PKG-3583,WALL,PKG,PKG,1155180.5,-1082347.5,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3584,WALL,PKG,PKG,1157507.8,-1079997.7,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3585,WALL,PKG,PKG,1158709.3,-1079785.8,-9050.0,-5600.0,300x3450,250.0,100.0,3450.0,0.259,0.863,00_SHEAR WALL
WL-PKG-3586,WALL,PKG,PKG,1147936.4,-1081345.2,-9050.0,-5600.0,300x3450,420.0,100.0,3450.0,0.435,1.449,00_SHEAR WALL
WL-PKG-3587,WALL,PKG,PKG,1152525.3,-1078231.1,-9050.0,-5600.0,300x3450,1480.0,100.0,3450.0,1.532,5.106,00_SHEAR WALL
WL-PKG-3588,WALL,PKG,PKG,1152328.4,-1078265.8,-9050.0,-5600.0,300x3450,1480.0,100.0,3450.0,1.532,5.106,00_SHEAR WALL
WL-PKG-3589,WALL,PKG,PKG,1150356.8,-1080502.1,-9050.0,-5600.0,300x3450,5060.0,10.0,3450.0,5.237,17.457,00_SHEAR WALL
WL-PKG-3590,WALL,PKG,PKG,1147639.5,-1079661.2,-9050.0,-5600.0,300x3450,2600.0,100.0,3450.0,2.691,8.97,00_SHEAR WALL
WL-PKG-3591,WALL,PKG,PKG,1149806.8,-1077959.0,-9050.0,-5600.0,300x3450,4860.0,10.0,3450.0,5.03,16.767,00_SHEAR WALL
WL-PKG-3592,WALL,PKG,PKG,1150933.1,-1080603.6,-9050.0,-5600.0,300x3450,3960.0,10.0,3450.0,4.099,13.662,00_SHEAR WALL
WL-PKG-3593,WALL,PKG,PKG,1148343.1,-1081060.3,-9050.0,-5600.0,300x3450,900.0,10.0,3450.0,0.932,3.105,00_SHEAR WALL
WL-PKG-3594,WALL,PKG,PKG,1152555.4,-1078977.2,-9050.0,-5600.0,300x3450,200.0,10.0,3450.0,0.207,0.69,00_SHEAR WALL
WL-PKG-3595,WALL,PKG,PKG,1154728.9,-1079210.8,-9050.0,-5600.0,300x3450,725.0,100.0,3450.0,0.75,2.501,00_SHEAR WALL
WL-PKG-3596,WALL,PKG,PKG,1154429.4,-1077512.0,-9050.0,-5600.0,300x3450,725.0,100.0,3450.0,0.75,2.501,00_SHEAR WALL
WL-PKG-3597,WALL,PKG,PKG,1154553.7,-1079368.6,-9050.0,-5600.0,300x3450,975.0,100.0,3450.0,1.009,3.364,00_SHEAR WALL
WL-PKG-3598,WALL,PKG,PKG,1154232.4,-1077546.7,-9050.0,-5600.0,300x3450,725.0,100.0,3450.0,0.75,2.501,00_SHEAR WALL
WL-PKG-3599,WALL,PKG,PKG,1155499.0,-1076955.3,-9050.0,-5600.0,300x3450,2300.0,10.0,3450.0,2.381,7.935,00_SHEAR WALL
WL-PKG-3600,WALL,PKG,PKG,1153283.2,-1077346.0,-9050.0,-5600.0,300x3450,1800.0,10.0,3450.0,1.863,6.21,00_SHEAR WALL
WL-PKG-3601,WALL,PKG,PKG,1155924.4,-1079368.1,-9050.0,-5600.0,300x3450,2300.0,10.0,3450.0,2.381,7.935,00_SHEAR WALL
WL-PKG-3602,WALL,PKG,PKG,1157145.5,-1079670.6,-9050.0,-5600.0,300x3450,520.0,100.0,3450.0,0.538,1.794,00_SHEAR WALL
WL-PKG-3603,WALL,PKG,PKG,1156844.2,-1077962.0,-9050.0,-5600.0,300x3450,2450.0,100.0,3450.0,2.536,8.453,00_SHEAR WALL
WL-PKG-3604,WALL,PKG,PKG,1166808.9,-1077519.9,-9050.0,-5600.0,300x3450,360.0,10.0,3450.0,0.373,1.242,00_SHEAR WALL
WL-PKG-3605,WALL,PKG,PKG,1167663.3,-1081329.4,-9050.0,-5600.0,300x3450,7800.0,100.0,3450.0,8.073,26.91,00_SHEAR WALL
WL-PKG-3606,WALL,PKG,PKG,1149019.7,-1081154.2,-9050.0,-5600.0,300x3450,420.0,100.0,3450.0,0.435,1.449,00_SHEAR WALL
WL-PKG-3607,WALL,PKG,PKG,1148822.7,-1081188.9,-9050.0,-5600.0,300x3450,420.0,100.0,3450.0,0.435,1.449,00_SHEAR WALL
WL-PKG-3608,WALL,PKG,PKG,1094365.7,-1086298.6,-9050.0,-5600.0,300x3450,4860.0,0.0,3450.0,5.03,16.767,00_SHEAR WALL
WL-PKG-3609,WALL,PKG,PKG,1091935.7,-1089433.6,-9050.0,-5600.0,300x3450,670.0,90.0,3450.0,0.693,2.312,00_SHEAR WALL
